,0
0.04786115884780884,435
0.21182383596897125,409
0.05371842160820961,395
0.062281567603349686,389
0.05456683784723282,387
0.21566662192344666,373
0.2821253836154938,368
0.06881106644868851,354
0.2237527072429657,353
0.07717178761959076,346
0.060416143387556076,340
0.06009676307439804,338
0.07259789854288101,337
0.062313295900821686,326
0.06814434379339218,324
0.052735500037670135,322
0.044037193059921265,321
0.07579904794692993,320
0.16653288900852203,320
0.06987467408180237,319
0.0570286400616169,319
0.05556204542517662,319
0.2018575817346573,316
0.17001836001873016,314
0.06381309032440186,313
0.07265357673168182,312
0.3003845810890198,311
0.06791581213474274,310
0.16801267862319946,306
0.06400580704212189,306
0.27788689732551575,306
0.08297853916883469,306
0.04258294403553009,305
0.08282477408647537,304
0.2175096571445465,302
0.2965594232082367,302
0.20650584995746613,300
0.18989796936511993,298
0.0944494679570198,296
0.18555323779582977,291
0.24215354025363922,290
0.18392768502235413,290
0.17112696170806885,290
0.046543482691049576,289
0.17438191175460815,288
0.0639910101890564,285
0.04392671585083008,284
0.20688152313232422,282
0.09196965396404266,281
0.42679429054260254,280
0.0884939581155777,280
0.0829467624425888,279
0.06456723064184189,279
0.37688612937927246,279
0.07939227670431137,278
0.0695519670844078,277
0.0640929788351059,276
0.28368109464645386,275
0.16644586622714996,275
0.06614959239959717,274
0.17812976241111755,272
0.06385185569524765,272
0.1915408968925476,269
0.07681544125080109,269
0.32092082500457764,268
0.09814057499170303,267
0.06254933774471283,265
0.1980239301919937,264
0.044952213764190674,260
0.1706758588552475,260
0.3730242848396301,260
0.14912012219429016,260
0.18959061801433563,259
0.2123430222272873,257
0.06162572279572487,256
0.2542657256126404,256
0.07736387103796005,256
0.07818431407213211,255
0.21253708004951477,254
0.2076452076435089,254
0.035873185843229294,250
0.04329431429505348,248
0.08850976079702377,245
0.24149051308631897,245
0.16414250433444977,245
0.3175087571144104,245
0.18842774629592896,242
0.04278435558080673,242
0.19919677078723907,242
0.17457537353038788,238
0.2720174789428711,236
0.18002969026565552,236
0.21376368403434753,236
0.08717156946659088,236
0.0456857867538929,234
0.15838228166103363,234
0.16334952414035797,233
0.08809170126914978,231
0.2393748015165329,231
0.23281580209732056,230
