p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.2,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.3,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.4,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.5,"247,695","35,051",0.12,"247,695","172,875","35,051","43,875",0.20,0.56,0.43
0.6,"172,875","43,875",0.20,"420,570",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
