p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.7,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_95,1214,1071,0.4687089715536105,586488,14327,91458,21293,0.5977821448624369,0.18884976629919026,0.12706760915645982,0.04991829767673908
0.49,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test,3261,2529,0.4367875647668394,585876,14939,90826,21925,0.5947536892361112,0.19445503809278852,0.13249549893127333,0.05166165428285541
0.55,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_100,2687,2293,0.4604417670682731,587036,13779,91868,20883,0.6024753332179332,0.18521343491410275,0.1222073418417575,0.048575744920581976
0.71,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_98,1586,1367,0.4629190653572638,587250,13565,92030,20721,0.6043574636878026,0.18377664056194623,0.12030935424076061,0.04804881398497126
0.74,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_95,1429,1242,0.4649943841257956,586952,13863,91793,20958,0.601878176962178,0.1858786174845456,0.12295234632065348,0.0487985694385663
0.47,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test,1518,1266,0.4547413793103448,586201,14614,91438,21313,0.5932307178445181,0.189027148317975,0.12961304112602107,0.05034853118001698
0.48,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_100,1378,1204,0.46630518977536795,586773,14042,91955,20796,0.5969343819966703,0.18444182313238908,0.12453991538877704,0.0488223934436338
0.62,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_98,1092,914,0.4556331006979063,586269,14546,91494,21257,0.5937211965477753,0.1885304786653777,0.1290099422621529,0.05017475608423047
0.66,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_95,1016,862,0.4589989350372737,586222,14593,91462,21289,0.5933058357951062,0.1888142898954333,0.12942679000629706,0.05028546763719123
0.44,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test,1718,1562,0.47621951219512193,586557,14258,92227,20524,0.5900753263182106,0.18202942767691638,0.1264556411916524,0.048743914368117314
0.46,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_100,1661,1481,0.4713558243157225,585892,14923,91606,21145,0.5862537429300211,0.18753713936018307,0.13235359331624552,0.05054613028087101
0.63,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_98,1178,1082,0.47876106194690266,585810,15005,91531,21220,0.585783298826777,0.1882023219306259,0.13308085959326302,0.05076615197472974
0.68,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_95,1084,964,0.470703125,586377,14438,92075,20676,0.5888249700973971,0.18337753101968055,0.1280520793607152,0.049209183172965076
0.82,BRFC_5_Fold_alpha_0_5_Medium_Test,2383,1639,0.4075087021382397,583339,17476,95405,17346,0.4981333639653093,0.1538434248920187,0.1549964080141196,0.04879997085062909
0.82,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_100,2383,1639,0.4075087021382397,583339,17476,95405,17346,0.4981333639653093,0.1538434248920187,0.1549964080141196,0.04879997085062909
0.84,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_98,2241,1598,0.41625423287314406,583833,16982,95681,17070,0.501292141430753,0.15139555303278907,0.15061507215013614,0.04772088356227735
0.86,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_95,2200,1574,0.4170641229464759,583432,17383,95450,17301,0.49881789874293625,0.153444315349753,0.1541715816267705,0.048606575985963456
0.83,BRFC_5_Fold_alpha_balanced_Medium_Test,2474,1581,0.3898890258939581,582066,18749,96505,16246,0.46423774824974995,0.14408741385885712,0.1662867735097693,0.04904241513749254
0.83,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_100,2474,1581,0.3898890258939581,582066,18749,96505,16246,0.46423774824974995,0.14408741385885712,0.1662867735097693,0.04904241513749254
0.85,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_98,2345,1525,0.39405684754521964,582411,18404,96634,16117,0.46687523536398134,0.14294329983769546,0.16322693368573227,0.048378145819727957
0.87,BRFC_5_Fold_alpha_balanced_Medium_Test_Transformed_95,2326,1530,0.3967842323651452,582082,18733,96508,16243,0.46440416285452885,0.14406080655603942,0.1661448678947415,0.04901578830829944
0.37,LogReg_5_Fold_alpha_0_5_Medium_Test,1815,1141,0.38599458728010827,580860,19955,96241,16510,0.45276292335115864,0.1464288565068159,0.17698290924249008,0.05110249086980041
0.44,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_100,1422,881,0.38254450716456795,581419,19396,96565,16186,0.45489292338823,0.14355526780250286,0.17202508181745615,0.04986504401835289
0.58,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_98,988,640,0.3931203931203931,580880,19935,96255,16496,0.45280118580329937,0.14630468909366656,0.17680552722370532,0.0510548428596654
0.64,LogReg_5_Fold_alpha_0_5_Medium_Test_Transformed_95,908,547,0.3759450171821306,581137,19678,96361,16390,0.4544194299656205,0.14536456439410736,0.17452616828232123,0.05054613028087101
0.76,LogReg_5_Fold_alpha_balanced_Medium_Test,2335,1351,0.3665219750406945,580329,20486,95988,16763,0.45002550404037694,0.14867273904444306,0.18169240184122534,0.052201197927031276
0.78,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_100,2000,1270,0.38837920489296635,581269,19546,96619,16132,0.45215538987611414,0.14307633635178402,0.17335544695834185,0.04999957957638116
0.82,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_98,1634,1032,0.3870967741935484,581127,19688,96506,16245,0.4520913923134723,0.1440785447579179,0.1746148592917136,0.050356939652393753
0.84,LogReg_5_Fold_alpha_balanced_Medium_Test_Transformed_95,1531,996,0.39414325286901464,580840,19975,96358,16393,0.4507534095908491,0.1453911716969251,0.17716029126127483,0.050966553899709346
0.5,AdaBoost_5_Fold_Medium_Test,595109,106736,0.15207916277810626,595175,5640,106739,6012,0.5159629248197735,0.05332103484669759,0.050021729297301136,0.016329253355681184
0.66,AdaBoost_5_Fold_Medium_Test_Transformed_100,2417,1510,0.38451744334097276,581649,19166,96842,15909,0.45357091945830363,0.14109852684233398,0.16998518860143147,0.049154528102516096
0.75,AdaBoost_5_Fold_Medium_Test_Transformed_98,1507,969,0.39135702746365103,582005,18810,97050,15701,0.4549563907160036,0.13925375384697253,0.16682778866706283,0.04836413169910001
0.78,AdaBoost_5_Fold_Medium_Test_Transformed_95,1440,877,0.3785066896849374,581022,19793,96406,16345,0.45229398417178596,0.14496545485184167,0.17554611489033356,0.050644229125266615
0.8,BalBag_5_Fold_Medium_Test,16683,9465,0.361977971546581,580585,20230,97347,15404,0.43228377392378065,0.1366196308680189,0.17942191200078048,0.04993791744561821
0.8,BalBag_5_Fold_Medium_Test_Transformed_100,16683,9465,0.361977971546581,580585,20230,97347,15404,0.43228377392378065,0.1366196308680189,0.17942191200078048,0.04993791744561821
0.8,BalBag_5_Fold_Medium_Test_Transformed_98,16683,9465,0.361977971546581,580585,20230,97347,15404,0.43228377392378065,0.1366196308680189,0.17942191200078048,0.04993791744561821
0.8,BalBag_5_Fold_Medium_Test_Transformed_95,16683,9465,0.361977971546581,580585,20230,97347,15404,0.43228377392378065,0.1366196308680189,0.17942191200078048,0.04993791744561821
0.53,EEC_5_Fold_Medium_Test,20684,10895,0.3450077583204028,583745,17070,99196,13555,0.4426122448979592,0.12022066323136824,0.15139555303278907,0.0429182444230807
0.63,EEC_5_Fold_Medium_Test_Transformed_100,2150,1376,0.3902439024390244,580331,20484,96932,15819,0.4357491116436658,0.14030030775780258,0.18167466363934687,0.050875462115627705
0.76,EEC_5_Fold_Medium_Test_Transformed_98,1295,914,0.4137618832050702,580468,20347,97027,15724,0.43591805051149124,0.139457743168575,0.1804595968106713,0.05055033451705939
0.8,EEC_5_Fold_Medium_Test_Transformed_95,1826,1251,0.406564835879103,580290,20525,96915,15836,0.43552157531421026,0.14045108247376964,0.18203829677785563,0.050956744015269784
0.51,RUSBoost_5_Fold_Medium_Test,146917,46315,0.23968597333774944,600808,7,112749,2,0.2222222222222222,1.7738201878475578e-05,6.208370657466452e-05,1.2612708565150246e-05
0.47,RUSBoost_5_Fold_Medium_Test_Transformed_100,7325,1825,0.1994535519125683,574579,26236,104013,8738,0.2498427403213816,0.0774982040070598,0.23268973224184264,0.049012985484173856
0.77,RUSBoost_5_Fold_Medium_Test_Transformed_98,2711,643,0.19171138938580798,573265,27550,103664,9087,0.24802794988672652,0.08059352023485379,0.2443437308760011,0.05134353374460106
0.84,RUSBoost_5_Fold_Medium_Test_Transformed_95,2210,552,0.1998551774076756,573821,26994,103822,8929,0.24855941875678533,0.07919220228645422,0.2394125107537849,0.05034292553176581
0.41,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test,1662,1055,0.3882959146117041,582954,17861,96172,16579,0.48138792102206734,0.1470408244716233,0.15841101187572615,0.048264631442641606
0.46,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_100,1485,934,0.3861099627945432,582211,18604,95692,17059,0.4783388946527213,0.15129799292245746,0.16500075387357985,0.04997855839543924
0.59,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_98,1117,726,0.39392295170916986,581939,18876,95544,17207,0.4768727655682731,0.15261061986146465,0.16741314932905252,0.050567151461812926
0.65,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_95,993,624,0.38589981447124305,582123,18692,95647,17104,0.4778187506984021,0.15169710246472315,0.16578123475623277,0.05016494619979091
0.78,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test,2352,1486,0.3871808233454924,582903,17912,96275,16476,0.47912062347330464,0.1461273070748818,0.1588633360236273,0.04819175801537629
0.8,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_100,2282,1456,0.3895131086142322,582895,17920,96272,16479,0.47905462368092094,0.14615391437769953,0.1589342888311412,0.048207173548067035
0.84,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_98,1998,1240,0.38295243977764054,582148,18667,95802,16949,0.4758816262353998,0.15032239181914128,0.1655595072327518,0.0499126920284879
0.86,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_95,1848,1151,0.3837945981993998,582163,18652,95812,16939,0.4759349273692787,0.1502337008097489,0.16542647071866326,0.049877656726918046
0.8,BRFC_5_Fold_alpha_0_5_Easy_Test,2998,1306,0.3034386617100372,579699,21116,100018,12733,0.3761706401961653,0.11293026225931477,0.18727993543294516,0.04743639691353007
0.8,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_100,2998,1306,0.3034386617100372,579699,21116,100018,12733,0.3761706401961653,0.11293026225931477,0.18727993543294516,0.04743639691353007
0.83,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_98,2917,1261,0.30181905217807564,578740,22075,99591,13160,0.3734922662125727,0.1167173683603693,0.19578540323367422,0.04937875403256321
0.86,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_95,2719,1216,0.30902160101651843,578424,22391,99481,13270,0.3721151958722414,0.11769296946368546,0.19858803913047335,0.04997575557131365
0.94,BRFC_5_Fold_alpha_balanced_Easy_Test,10113,4270,0.2968782590558298,580863,19952,100975,11776,0.37115481593545135,0.1044425326604642,0.17695630193967238,0.044464001928342996
0.94,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_100,10113,4270,0.2968782590558298,580863,19952,100975,11776,0.37115481593545135,0.1044425326604642,0.17695630193967238,0.044464001928342996
0.95,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_98,10408,4361,0.29528065542690773,577689,23126,99586,13165,0.3627621173293654,0.1167617138650655,0.20510682832081312,0.05085864517087417
0.96,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_95,9788,4102,0.2953203743700504,577505,23310,99505,13246,0.3623481781376518,0.11748011104114375,0.20673874289363287,0.05123001936751471
0.29,LogReg_5_Fold_alpha_0_5_Easy_Test,6013,2506,0.2941659819227609,575731,25084,101141,11610,0.3164005014443778,0.10297026190455073,0.2224725279598407,0.051423414232180345
0.56,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_100,2627,1080,0.29134070677097385,577080,23735,101661,11090,0.3184493898061737,0.09835832941614708,0.21050811079280893,0.048804175086817475
0.69,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_98,2051,841,0.29080221300138315,576730,24085,101519,11232,0.3180338080810941,0.09961774174951885,0.21361229612154217,0.049493669821712355
0.76,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_95,1840,761,0.29257977700884275,576602,24213,101470,11281,0.31782836535752523,0.10005232769554151,0.2147475410417646,0.04974171975682698
0.69,LogReg_5_Fold_alpha_balanced_Easy_Test,5110,2167,0.29778754981448396,577146,23669,101790,10961,0.31651747040138606,0.09721421539498541,0.20992275013081924,0.04853089973457256
0.77,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_100,3148,1360,0.30168589174800353,575151,25664,100974,11777,0.3145482225367912,0.10445140176140345,0.22761660650459864,0.05247026904308782
0.83,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_98,3082,1259,0.29002533978346,576985,23830,101728,11023,0.31627119616675753,0.09776409965321815,0.21135067538203653,0.04884341462457572
0.86,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_95,2410,1052,0.30387059503177355,574985,25830,100900,11851,0.31450863830577747,0.10510771523090705,0.2290888772605121,0.05280660793815849
0.5,AdaBoost_5_Fold_Easy_Test,600815,112751,0.1580106114921395,600815,0,112751,0,,0.0,0.0,0.0
0.73,AdaBoost_5_Fold_Easy_Test_Transformed_100,3523,1474,0.29497698619171503,574813,26002,100817,11934,0.3145824546604808,0.10584385060886378,0.230614362622061,0.05316396801417108
0.8,AdaBoost_5_Fold_Easy_Test_Transformed_98,2611,1143,0.3044752264251465,574961,25854,100887,11864,0.31454477968078903,0.10522301354311714,0.22930173568305381,0.052858460184481884
0.85,AdaBoost_5_Fold_Easy_Test_Transformed_95,2700,1124,0.2939330543933054,576763,24052,101633,11118,0.3161216946261018,0.09860666424244574,0.2133196157905473,0.04928766224848157
0.79,BalBag_5_Fold_Easy_Test,2558,1017,0.2844755244755245,577657,23158,99729,13022,0.3599226091763405,0.1154934324307545,0.20539063955086873,0.050703088431903985
0.79,BalBag_5_Fold_Easy_Test_Transformed_100,2558,1017,0.2844755244755245,577657,23158,99729,13022,0.3599226091763405,0.1154934324307545,0.20539063955086873,0.050703088431903985
0.81,BalBag_5_Fold_Easy_Test_Transformed_98,2480,961,0.27927927927927926,578632,22183,100121,12630,0.3627955074253871,0.11201674486257328,0.1967432661351119,0.04878735814206395
0.86,BalBag_5_Fold_Easy_Test_Transformed_95,2226,860,0.27867790019442645,578987,21828,100270,12481,0.3637820979917806,0.11069524882262685,0.19359473530168247,0.04808104646241553
0.52,EEC_5_Fold_Easy_Test,99898,33742,0.2524842861418737,579218,21597,103012,9739,0.3107926984937452,0.08637617404723683,0.19154597298471854,0.043914648399727564
0.76,EEC_5_Fold_Easy_Test_Transformed_100,6784,2912,0.30033003300330036,577870,22945,102483,10268,0.3091560533526029,0.09106792844409362,0.20350152105081107,0.04654509884159279
0.8,EEC_5_Fold_Easy_Test_Transformed_98,5626,2373,0.29666208276034506,575936,24879,101694,11057,0.3076858860195904,0.09806564908515224,0.22065436226729696,0.050361143888582136
0.86,EEC_5_Fold_Easy_Test_Transformed_95,4441,1931,0.30304456999372253,577870,22945,102483,10268,0.3091560533526029,0.09106792844409362,0.20350152105081107,0.04654509884159279
0.51,RUSBoost_5_Fold_Easy_Test,125117,30806,0.1975718784271724,600711,104,112691,60,0.36585365853658536,0.0005321460563542673,0.0009223864976807302,0.00022983157829829337
0.37,RUSBoost_5_Fold_Easy_Test_Transformed_100,5713,1652,0.22430414120841818,574656,26159,104712,8039,0.235072226445991,0.07129870245053259,0.23200681146952135,0.04792548972344535
0.66,RUSBoost_5_Fold_Easy_Test_Transformed_98,3085,824,0.21079559989767205,572655,28160,104041,8710,0.236235421752102,0.07724986918076114,0.24975388244893615,0.05167006275523217
0.82,RUSBoost_5_Fold_Easy_Test_Transformed_95,2396,712,0.22908622908622908,573220,27595,104247,8504,0.23557439264245547,0.07542283438727816,0.2447428404182668,0.050589574054817635
0.31,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test,4992,2078,0.29391796322489394,578224,22591,100992,11759,0.3423289665211063,0.10429175794449716,0.2003618593183209,0.0481385043569901
0.48,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_100,3135,1308,0.29439567859554355,576704,24111,100348,12403,0.3396779317522046,0.1100034589493663,0.21384289274596235,0.05117116006087734
0.7,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_98,1864,779,0.29474082482027997,577348,23467,100619,12132,0.34079608977780274,0.10759993259483286,0.2081311917410932,0.0498888680234204
0.78,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_95,1555,631,0.28865507776761207,577647,23168,100730,12021,0.3416124357043394,0.10661546239057747,0.2054793305602611,0.04931428907767466
0.7,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test,5770,2210,0.2769423558897243,576357,24458,100468,12283,0.3343131651288751,0.10893916683665777,0.21692047077187784,0.05148928059913169
0.76,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_100,4445,1804,0.2886861897903665,578301,22514,101274,11477,0.33764820099438086,0.10179067147963211,0.19967893854599958,0.04763539742644689
0.86,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_98,3455,1405,0.2890946502057613,576897,23918,100705,12046,0.3349460571682794,0.10683718991405841,0.21213115626468945,0.05040038342634038
0.89,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_95,3023,1229,0.2890404515522107,576251,24564,100426,12325,0.3341104394263873,0.10931166907610576,0.21786059547143707,0.05169668958442527
0.8,BRFC_5_Fold_alpha_0_5_Hard_Test,1538,1743,0.5312404754647974,588540,12275,89068,23683,0.6586295122086879,0.21004691754396856,0.10886821402914386,0.050391974953963616
0.8,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,1538,1743,0.5312404754647974,588540,12275,89068,23683,0.6586295122086879,0.21004691754396856,0.10886821402914386,0.050391974953963616
0.82,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,1528,1744,0.5330073349633252,588554,12261,89087,23664,0.658705636743215,0.20987840462612306,0.10874404661599453,0.0503457283558914
0.84,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,139,156,0.5288135593220339,588679,12136,89224,23527,0.6597033339876062,0.20866333779744747,0.10763540899858981,0.04997855839543924
0.79,BRFC_5_Fold_alpha_balanced_Hard_Test,1523,1601,0.512483994878361,587925,12890,88766,23985,0.6504406779661017,0.21272538602761837,0.11432271110677511,0.051677069815546144
