p,Neg,Pos,Neg/Pos,TN,FP,FN,TP,FP/TP,Prec.,Rec.,$\hat{p}$
0.0,0,0,nan,0,"402,719",0,"78,926",5.10,0.16,1.00,1.00
0.05,12,0,inf,12,"402,707",0,"78,926",5.10,0.16,1.00,1.00
0.1,52,0,inf,64,"402,655",0,"78,926",5.10,0.16,1.00,1.00
0.15,138,0,inf,202,"402,517",0,"78,926",5.10,0.16,1.00,1.00
0.2,282,0,inf,484,"402,235",0,"78,926",5.10,0.16,1.00,1.00
0.25,683,0,inf,"1,167","401,552",0,"78,926",5.09,0.16,1.00,1.00
0.3,"2,307",1,2307.00,"3,474","399,245",1,"78,925",5.06,0.17,1.00,0.99
0.35,"11,513",22,523.32,"14,987","387,732",23,"78,903",4.91,0.17,1.00,0.97
0.4,"44,916",557,80.64,"59,903","342,816",580,"78,346",4.38,0.19,0.99,0.87
0.45,"107,940","4,992",21.62,"167,843","234,876","5,572","73,354",3.20,0.24,0.93,0.64
0.5,"138,316","18,896",7.32,"306,159","96,560","24,468","54,458",1.77,0.36,0.69,0.31
0.55,"77,535","29,360",2.64,"383,694","19,025","53,828","25,098",0.76,0.57,0.32,0.09
0.6,"16,444","16,685",0.99,"400,138","2,581","70,513","8,413",0.31,0.77,0.11,0.02
0.65,"2,406","7,216",0.33,"402,544",175,"77,729","1,197",0.15,0.87,0.02,0.00
0.7,171,"1,138",0.15,"402,715",4,"78,867",59,0.07,0.94,0.00,0.00
0.75,4,49,0.08,"402,719",0,"78,916",10,0.00,1.00,0.00,0.00
0.8,0,8,0.00,"402,719",0,"78,924",2,0.00,1.00,0.00,0.00
0.85,0,2,0.00,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.9,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
0.95,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
1.0,0,0,nan,"402,719",0,"78,926",0,nan,nan,0.00,0.00
