p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.79,BRFC_5_Fold_alpha_0_5_Hard_Test,1678,1713,0.5051607195517547,586971,13844,87480,25271,0.6460692828838042,0.22413104983547819,0.12278383340280796,0.054816232836205764
0.79,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,1678,1713,0.5051607195517547,586971,13844,87480,25271,0.6460692828838042,0.22413104983547819,0.12278383340280796,0.054816232836205764
0.81,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,1633,1683,0.5075392038600723,586987,13828,87498,25253,0.6461707735216602,0.2239714060185719,0.12264192778778016,0.05476858482607075
0.82,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,1650,1696,0.5068738792588166,586976,13839,87484,25267,0.6461156855725464,0.22409557343172123,0.12273948789811177,0.05480362012764061
0.78,BRFC_5_Fold_alpha_balanced_Hard_Test,1657,1651,0.499093107617896,586350,14465,87066,25685,0.6397260273972603,0.22780285762432262,0.12829154508607463,0.05626669432119804
0.78,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_100,1657,1651,0.499093107617896,586350,14465,87066,25685,0.6397260273972603,0.22780285762432262,0.12829154508607463,0.05626669432119804
0.8,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_98,1649,1641,0.4987841945288754,586368,14447,87073,25678,0.6399501557632399,0.22774077391774797,0.12813190126916835,0.05623165901962818
0.81,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_95,1644,1641,0.4995433789954338,586360,14455,87069,25682,0.639858484689937,0.22777625032150492,0.12820285407668225,0.05624847596438171
0.54,LogReg_5_Fold_alpha_0_5_Hard_Test,651,653,0.5007668711656442,594210,6605,103632,9119,0.5799414907148308,0.0808773314649094,0.0585804117036656,0.022035803275380274
0.68,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_100,304,301,0.4975206611570248,598073,2742,107977,4774,0.6351782863225119,0.04234108788392121,0.02431907477539002,0.010533013063963249
0.73,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_98,385,386,0.5006485084306096,595732,5083,105283,7468,0.5950123496135766,0.06623444581422781,0.04508164007414568,0.017589122800133413
0.9,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_95,232,237,0.5053304904051172,597955,2860,107852,4899,0.6313957984276324,0.043449725501325934,0.02536562868622008,0.010873556195222307
0.88,LogReg_5_Fold_alpha_balanced_Hard_Test,1305,1290,0.49710982658959535,595138,5677,105054,7697,0.5755196650216838,0.06826546992931326,0.05034988603205293,0.018742484927813264
