p,Filename,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}
0.68,LRC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_100,1443,556,0.27813906953476736,161449,18796,20875,12950,0.40792540792540793,0.3828529194382853,0.14829728593450742
0.68,LRC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_98,1292,507,0.2818232351306281,160683,19562,20585,13240,0.4036339247606853,0.39142645971914264,0.15323025178679872
0.69,LRC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_95,1213,475,0.28139810426540285,160577,19668,20551,13274,0.4029506405197013,0.3924316334072432,0.15388424347176158
0.75,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train,798,1487,0.650765864332604,415966,4604,8431,70495,0.9386942569142066,0.8931784202924258,0.15034955234876757
0.75,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed_100,798,1487,0.650765864332604,415966,4604,8431,70495,0.9386942569142066,0.8931784202924258,0.15034955234876757
0.75,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed_98,805,1499,0.6506076388888888,415987,4583,8456,70470,0.9389364848840153,0.8928616678914426,0.15025745951919534
0.75,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed_95,791,1488,0.652917946467749,415987,4583,8456,70470,0.9389364848840153,0.8928616678914426,0.15025745951919534
0.65,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test,1439,618,0.30043753038405446,163574,16671,18456,15369,0.4796816479400749,0.4543680709534368,0.14967066847292942
0.65,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed_100,1439,618,0.30043753038405446,163574,16671,18456,15369,0.4796816479400749,0.4543680709534368,0.14967066847292942
0.66,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed_98,1432,601,0.2956222331529759,163682,16563,18496,15329,0.48065345541201554,0.45318551367331855,0.1489793058345401
0.66,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed_95,1429,614,0.30053842388644153,163574,16671,18456,15369,0.4796816479400749,0.4543680709534368,0.14967066847292942
0.75,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train,750,1656,0.6882793017456359,416071,4499,9307,69619,0.9392994953992283,0.8820794161619745,0.1483855726572385
0.75,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed_100,750,1656,0.6882793017456359,416071,4499,9307,69619,0.9392994953992283,0.8820794161619745,0.1483855726572385
0.75,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed_98,759,1661,0.6863636363636364,416093,4477,9323,69603,0.9395653347732181,0.8818766946253452,0.1483094959719397
0.75,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed_95,752,1656,0.6877076411960132,416082,4488,9315,69611,0.9394323810037922,0.8819780553936599,0.1483475343145891
0.64,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test,1381,556,0.2870418172431595,163958,16287,18676,15149,0.48189973279043136,0.4478640059127864,0.1468491614892325
0.64,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_100,1381,556,0.2870418172431595,163958,16287,18676,15149,0.48189973279043136,0.4478640059127864,0.1468491614892325
0.65,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_98,1365,549,0.28683385579937304,163982,16263,18687,15138,0.4820865577529378,0.44753880266075385,0.1466856635679918
0.66,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed_95,1381,556,0.2870418172431595,163965,16280,18678,15147,0.48197409870493524,0.4478048780487805,0.14680711916662773
0.5,AdaBoost_Hard_Tomek_0_v1_Train,405633,70054,0.14726910762749454,413033,7537,70135,8791,0.5384002939735424,0.11138281428173226,0.03268895046206576
0.55,AdaBoost_Hard_Tomek_0_v1_Train_Transformed_100,6700,2527,0.27387016365015715,372816,47754,47693,31233,0.3954194994112955,0.3957251095963307,0.15813339846565339
0.59,AdaBoost_Hard_Tomek_0_v1_Train_Transformed_98,4224,1679,0.2844316449263087,375243,45327,48671,30255,0.40029372072715724,0.383333755669868,0.15131652705927576
0.62,AdaBoost_Hard_Tomek_0_v1_Train_Transformed_95,3660,1463,0.2855748584813586,375473,45097,48752,30174,0.40087151758313294,0.3823074778906824,0.15069389945064626
0.5,AdaBoost_Hard_Tomek_0_v1_Test,173694,29965,0.14713319814002818,176994,3251,29998,3827,0.5406894602995196,0.11314116777531412,0.033063951044051014
0.56,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_100,2635,1062,0.28725994049229103,160607,19638,20642,13183,0.40166356905639683,0.38974131559497416,0.15331900780118654
0.59,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_98,1774,732,0.29209896249002393,160717,19528,20683,13142,0.4022650749923477,0.38852919438285294,0.1526136310552623
0.62,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_95,1536,620,0.287569573283859,160870,19375,20732,13093,0.4032585930762597,0.38708056171470806,0.15167001448124445
0.7,Bagging_Hard_Tomek_0_v1_Train,11418,10817,0.4864852709691927,412370,8200,19071,59855,0.8795092204834325,0.7583685984339761,0.13624733731601454
0.7,Bagging_Hard_Tomek_0_v1_Train_Transformed_100,11418,10817,0.4864852709691927,412370,8200,19071,59855,0.8795092204834325,0.7583685984339761,0.13624733731601454
0.7,Bagging_Hard_Tomek_0_v1_Train_Transformed_98,11418,10817,0.4864852709691927,412370,8200,19071,59855,0.8795092204834325,0.7583685984339761,0.13624733731601454
0.7,Bagging_Hard_Tomek_0_v1_Train_Transformed_95,11418,10817,0.4864852709691927,412370,8200,19071,59855,0.8795092204834325,0.7583685984339761,0.13624733731601454
0.6,Bagging_Hard_Tomek_0_v1_Test,12661,4216,0.2498074302304912,162880,17365,20106,13719,0.4413524642903101,0.40558758314855875,0.14520483953846872
0.6,Bagging_Hard_Tomek_0_v1_Test_Transformed_100,12661,4216,0.2498074302304912,162880,17365,20106,13719,0.4413524642903101,0.40558758314855875,0.14520483953846872
0.6,Bagging_Hard_Tomek_0_v1_Test_Transformed_98,12661,4216,0.2498074302304912,162880,17365,20106,13719,0.4413524642903101,0.40558758314855875,0.14520483953846872
0.6,Bagging_Hard_Tomek_0_v1_Test_Transformed_95,12661,4216,0.2498074302304912,162880,17365,20106,13719,0.4413524642903101,0.40558758314855875,0.14520483953846872
0.51,RUSBoost_Hard_Tomek_0_v1_Train,126192,53179,0.296474903969984,420570,0,78926,0,,0.0,0.0
0.57,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_100,6236,2446,0.2817323197419949,376839,43731,49188,29738,0.40476935850494766,0.3767833160175354,0.14708626295305668
0.59,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_98,4128,1618,0.2815871910894535,375368,45202,48575,30351,0.40171799928526997,0.3845500848896435,0.15125846853628458
0.62,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_95,3555,1417,0.2849959774738536,376044,44526,48853,30073,0.403128728267135,0.3810277981907103,0.14934854333167832
0.51,RUSBoost_Hard_Tomek_0_v1_Test,53850,22541,0.29507402704507074,180245,0,33825,0,,0.0,0.0
0.57,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_100,2496,981,0.28213977566867987,162126,18119,21171,12654,0.41120462743313946,0.3741019955654102,0.1437520437240155
0.59,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_98,1820,673,0.2699558764540714,160992,19253,20693,13132,0.4054963717770573,0.38823355506282337,0.15128229083944505
0.62,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_95,1585,586,0.2699216950713957,161186,19059,20766,13059,0.40659443302820847,0.3860753880266075,0.1500350352688373
0.52,EEC_Hard_Tomek_0_v1_Train,34683,12782,0.26929316338354575,384167,36403,54629,24297,0.4002800658978583,0.3078453234675519,0.12152249467463203
0.54,EEC_Hard_Tomek_0_v1_Train_Transformed_100,7409,2439,0.24766450040617385,376042,44528,51357,27569,0.38238761668307975,0.349301877708233,0.14433949421016384
0.59,EEC_Hard_Tomek_0_v1_Train_Transformed_98,4716,1422,0.2316715542521994,373112,47458,50275,28651,0.37644693794426415,0.3630109216227859,0.1523715905632878
0.61,EEC_Hard_Tomek_0_v1_Train_Transformed_95,3509,1101,0.23882863340563992,371901,48669,49953,28973,0.3731614332448932,0.3670906925474495,0.15544068420968335
0.52,EEC_Hard_Tomek_0_v1_Test,14764,5301,0.26419137802143033,164525,15720,23274,10551,0.4016215598949412,0.3119290465631929,0.12272153968328117
0.54,EEC_Hard_Tomek_0_v1_Test_Transformed_100,3131,959,0.23447432762836184,160987,19258,21909,11916,0.3822416115994098,0.3522838137472284,0.1456252627645163
0.59,EEC_Hard_Tomek_0_v1_Test_Transformed_98,1985,577,0.22521467603434817,159719,20526,21492,12333,0.37533095955445994,0.3646119733924612,0.15349651982996215
0.62,EEC_Hard_Tomek_0_v1_Test_Transformed_95,598,161,0.21212121212121213,158311,21934,21069,12756,0.36771403862784663,0.37711751662971177,0.16204979679544074
0.71,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,3009,1301,0.30185614849187936,378669,41901,43866,35060,0.45555541118228715,0.4442135671388389,0.15407730992840785
0.72,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_100,2953,1278,0.3020562514771922,380273,40297,44552,34374,0.4603393553052725,0.43552188125585994,0.14949268863013918
0.73,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_98,2861,1230,0.30065998533365923,380423,40147,44614,34312,0.46081736257537703,0.4347363353014216,0.14906826080689334
0.73,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_95,2860,1220,0.29901960784313725,379369,41201,44163,34763,0.45762466431467536,0.4404505486151585,0.15208129794833192
0.72,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,1320,563,0.2989909718534254,162855,17390,19981,13844,0.44323493628737914,0.4092830746489283,0.14590554491521465
0.72,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_100,1370,531,0.27932667017359286,162251,17994,19710,14115,0.43959637484817343,0.4172949002217295,0.14999299294623253
0.73,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_98,1319,526,0.2850948509485095,162409,17836,19777,14048,0.4405971647221177,0.41531411677753144,0.14894193488111365
0.73,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_95,1303,449,0.2562785388127854,161866,18379,19528,14297,0.4375382543763007,0.42267553584626755,0.15264165927033213
0.31,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,2941,1309,0.308,382060,38510,44274,34652,0.4736338536398677,0.4390441679547931,0.1464716434165639
0.32,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_100,2836,1264,0.30829268292682926,381858,38712,44174,34752,0.4730480235217249,0.4403111775587259,0.14707625286288578
0.35,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_98,2606,1123,0.3011531241619737,380108,40462,43390,35536,0.467591252401379,0.45024453285355903,0.152149366561494
0.37,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_95,2418,1078,0.3083524027459954,381025,39545,43805,35121,0.4703747354887097,0.44498644299723794,0.1494826785399683
0.31,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,1296,559,0.3013477088948787,162769,17476,19773,14052,0.44569906115199187,0.4154323725055432,0.14727892745363666
0.32,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_100,1230,527,0.29994308480364257,162217,18028,19556,14269,0.4418057404712512,0.4218477457501848,0.1508712103517541
0.35,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_98,1132,454,0.2862547288776797,161909,18336,19419,14406,0.43998533993036465,0.4258980044345898,0.15294996963610033
0.37,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_95,1040,455,0.30434782608695654,162217,18028,19556,14269,0.4418057404712512,0.4218477457501848,0.1508712103517541
0.35,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train,4274,1835,0.3003764936978229,380156,40414,43737,35189,0.46544449294340173,0.4458480095279122,0.1513585694379935
0.37,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,4137,1747,0.2969068660774983,379324,41246,43388,35538,0.4628307980829339,0.4502698730456377,0.15372295273635825
0.46,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,2963,1311,0.30673841834347215,381770,38800,44434,34492,0.47061070785351744,0.4370169525885006,0.1467319057610071
0.48,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,2824,1201,0.29838509316770184,380988,39582,44057,34869,0.46834830962646573,0.44179357879532727,0.14905224466261993
0.35,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test,1802,750,0.2938871473354232,161949,18296,19614,14211,0.437167379333682,0.4201330376940133,0.1518521978791984
0.39,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,1614,632,0.28138913624220835,162317,17928,19733,14092,0.4400999375390381,0.4166149297856615,0.1495772410893633
0.46,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,1283,495,0.27840269966254216,162525,17720,19818,14007,0.4414851703596306,0.4141019955654102,0.1482085299201196
0.48,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,1179,473,0.286319612590799,162058,18187,19644,14181,0.43811789421651015,0.4192461197339246,0.15120287756341383
0.39,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,4727,1915,0.28831677205660944,379787,40783,43337,35589,0.4659953909809878,0.4509160479436434,0.15289812130627672
0.41,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,4363,1811,0.29332685455134433,380834,39736,43789,35137,0.46928799433707746,0.44518916453386714,0.14989709627304323
0.47,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,3438,1417,0.29186405767250256,379753,40817,43329,35597,0.4658439552961499,0.45101740871195806,0.1529822060637122
0.49,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,3100,1289,0.2936887673729779,380430,40140,43611,35315,0.46802730104035517,0.44744444162886754,0.15106227076893508
0.39,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,1994,779,0.280923187883159,161938,18307,19482,14343,0.43929555895865235,0.4240354767184035,0.15252020367169616
0.43,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,1713,758,0.3067583974099555,162593,17652,19784,14041,0.44303158426150885,0.4151071692535107,0.14804970336805717
0.47,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,1451,586,0.28767795778105054,161892,18353,19466,14359,0.4389520665199315,0.42450849963045084,0.15280982856075115
0.49,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,1314,561,0.2992,162029,18216,19546,14279,0.4394214494537621,0.4221433850702143,0.15179614144905873
0.34,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,4943,2102,0.2983676366217175,382452,38118,44782,34144,0.47250283689906175,0.4326077591668145,0.1446698271858033
0.36,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,4652,1980,0.2985524728588661,382111,38459,44643,34283,0.4712958125979489,0.4343689025162811,0.14563079584220895
0.48,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,3418,1381,0.2877682850593874,380081,40489,43718,35208,0.4651175079593643,0.44608874135265947,0.15154675913320628
0.51,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,2994,1269,0.2976776917663617,381273,39297,44244,34682,0.46880871598696927,0.43942427083597296,0.14810729215048768
0.34,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,2155,853,0.2835771276595745,163062,17183,20040,13785,0.44513691552570395,0.4075388026607539,0.1446629607137852
0.36,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,2107,784,0.2711864406779661,161887,18358,19540,14285,0.4376129644946849,0.42232076866223206,0.15248750408744804
0.48,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,1475,547,0.2705242334322453,161831,18414,19521,14304,0.437190537318907,0.4228824833702883,0.15283785677582098
0.51,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,1369,519,0.2748940677966102,162382,17863,19739,14086,0.44089016870637576,0.41643754619364376,0.14924557387770354
0.62,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train,4381,1822,0.2937288408834435,378590,41980,43968,34958,0.45436585302451327,0.44292121734282747,0.15403126351362173
0.65,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,4094,1742,0.29849211788896507,381684,38886,45326,33600,0.46353778660706896,0.42571522692142005,0.14511827922545925
0.68,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,3660,1512,0.2923433874709977,378896,41674,44107,34819,0.4551919783509602,0.4411600739933609,0.1531403654884123
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,3488,1432,0.2910569105691057,379694,40876,44441,34485,0.45759743103196615,0.4369282619162253,0.1508740810737223
0.62,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test,1818,701,0.278285033743549,161574,18671,19494,14331,0.43424640930852676,0.4236807095343681,0.15416452562245994
0.65,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,1725,677,0.28184845961698585,161686,18559,19550,14275,0.4347627459340927,0.4220251293422025,0.1533797356005045
0.68,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,1532,588,0.27735849056603773,161933,18312,19643,14182,0.43644980611805256,0.41927568366592755,0.15179147007988042
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,1449,565,0.28053624627606755,161962,18283,19654,14171,0.4366487952178468,0.41895048041389504,0.15160461531274816
0.66,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,4269,1787,0.2950792602377807,379497,41073,43945,34981,0.45994950955899755,0.443212629551732,0.15226147957140798
0.66,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,4285,1767,0.29196959682749507,378737,41833,43600,35326,0.4578338236628261,0.4475838126853002,0.15447370949917516
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,3456,1546,0.3090763694522191,381709,38861,44951,33975,0.46645889395353946,0.43046651293616806,0.14581898553742173
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,3152,1448,0.31478260869565217,380806,39764,44566,34360,0.46354756893853544,0.4353444999113093,0.14839758476544357
0.66,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,1910,694,0.2665130568356375,161913,18332,19554,14271,0.43772045517283686,0.4219068736141907,0.15230064932031578
0.67,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,1795,754,0.29580227540211845,163093,17152,20076,13749,0.4449370570531698,0.40647450110864747,0.1443499789788387
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,1493,636,0.29873179896665103,162930,17315,20009,13816,0.443801998008416,0.4084552845528455,0.14542439388984912
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,1473,573,0.28005865102639294,162320,17925,19719,14106,0.44038587618244823,0.4170288248337029,0.14962862615032466
0.55,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,5343,2226,0.2940943321442727,378571,41999,44215,34711,0.4524964150697432,0.4397917036211135,0.15357480340182905
0.6,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,4860,2034,0.2950391644908616,377686,42884,43859,35067,0.44985952713884364,0.4443022578111142,0.1560593077822445
0.66,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,4033,1704,0.29701934809133695,378307,42263,44119,34807,0.4516283897755287,0.4410080328408889,0.15429552989413328
0.67,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,3750,1586,0.2972263868065967,378247,42323,44098,34828,0.45142642350714834,0.44127410485771484,0.15445769335490175
0.55,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,2334,937,0.2864567410577805,161744,18501,19623,14202,0.4342720851298046,0.4198669623059867,0.1527677862381464
0.59,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,2144,869,0.288416860272154,161957,18288,19712,14113,0.4355729761427116,0.4172357723577236,0.15135703274629794
0.66,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,1754,697,0.2843737250101999,161576,18669,19542,14283,0.433448652585579,0.42226164079822615,0.15393095716354463
0.67,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,1627,639,0.2819947043248014,161527,18718,19513,14312,0.4333030578262186,0.4231189948263119,0.1542953239594525
0.25,LRC_Medium_Tomek_0_alpha_0_5_v1_Train,5719,1852,0.2446176198652754,374967,45603,53375,25551,0.3590943587149001,0.3237336239008692,0.14245159120393355
0.28,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_100,5095,1600,0.23898431665421957,371025,49545,52060,26866,0.35159859182578423,0.34039480019258544,0.15297620000960968
0.36,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_98,3635,1089,0.23052497883149872,371732,48838,52262,26664,0.3531562077825753,0.3378354407926412,0.15115636561654147
0.39,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_95,3224,968,0.23091603053435114,371353,49217,52152,26774,0.35233119711544786,0.3392291513569673,0.15213535243525475
0.24,LRC_Medium_Tomek_0_alpha_0_5_v1_Test,2808,862,0.23487738419618528,158312,21933,22187,11638,0.34666825533942985,0.3440650406504065,0.15682253468491614
0.31,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_100,1833,607,0.24877049180327868,159801,20444,22676,11149,0.3528946285569588,0.3296082779009608,0.14758256645022655
0.36,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_98,1527,481,0.23954183266932272,158992,21253,22423,11402,0.3491655182973511,0.3370879526977088,0.15254356051758772
0.4,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_95,1254,397,0.2404603270745003,159875,20370,22700,11125,0.3532306715351643,0.3288987435328899,0.14712477227075255
0.64,LRC_Medium_Tomek_0_alpha_balanced_v1_Train,4386,1474,0.2515358361774744,373987,46583,53122,25804,0.35647284733446616,0.32693915819881914,0.1449200794400756
0.64,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_100,4048,1350,0.2500926268988514,373321,47249,52903,26023,0.3551561305819413,0.32971390923143196,0.14669186540032353
0.65,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_98,3355,1136,0.25295034513471387,373124,47446,52846,26080,0.35470445828686453,0.3304361047056737,0.14720037798100485
0.66,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_95,3096,1066,0.2561268620855358,373220,47350,52878,26048,0.3548870541431647,0.3300306616324152,0.14694411967263002
0.64,LRC_Medium_Tomek_0_alpha_balanced_v1_Test,1915,623,0.2454688731284476,160305,19940,22865,10960,0.3546925566343042,0.3240206947524021,0.14434530760966038
