p,Filename,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}
0.97,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test,57,114,0.6666666666666666,180156,89,33635,190,0.6810035842293907,0.005617147080561715,0.001303312000747419
0.97,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_100,57,114,0.6666666666666666,180156,89,33635,190,0.6810035842293907,0.005617147080561715,0.001303312000747419
1.0,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_98,235,479,0.6708683473389355,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_95,680,1060,0.6091954022988506,180245,0,33825,0,,0.0,0.0
0.79,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train,1279,2612,0.6712927268054485,410220,10350,21884,57042,0.8464209401709402,0.7227276182753465,0.13491999935935423
0.79,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_100,1279,2612,0.6712927268054485,410220,10350,21884,57042,0.8464209401709402,0.7227276182753465,0.13491999935935423
0.78,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_98,1334,2503,0.6523325514725046,409261,11309,19527,59399,0.840060530633026,0.7525910346400426,0.14155869116068998
0.78,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_95,1311,2482,0.654363300817295,409149,11421,19428,59498,0.838957120094756,0.7538453741479361,0.14198111696590163
0.97,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test,79,139,0.6376146788990825,180110,135,33598,227,0.6270718232044199,0.006711012564671101,0.0016910356425468304
0.97,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_100,79,139,0.6376146788990825,180110,135,33598,227,0.6270718232044199,0.006711012564671101,0.0016910356425468304
1.0,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_98,295,494,0.6261089987325729,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_95,743,914,0.5515992757996379,180245,0,33825,0,,0.0,0.0
0.51,AdaBoost_Medium_Tomek_0_v1_Train,4055,4402,0.5205155492491427,420570,0,78926,0,,0.0,0.0
0.86,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_100,42,74,0.6379310344827587,420456,114,78753,173,0.6027874564459931,0.0021919266148037403,0.0005745791758092157
0.96,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_98,180,236,0.5673076923076923,419314,1256,77399,1527,0.5486884656845131,0.01934723665205382,0.005571616189118632
1.0,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_95,1868,2230,0.5441678867740362,420570,0,78926,0,,0.0,0.0
0.51,AdaBoost_Medium_Tomek_0_v1_Test,1712,1734,0.5031921067904818,180245,0,33825,0,,0.0,0.0
0.88,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_100,54,90,0.625,180073,172,33606,219,0.5601023017902813,0.00647450110864745,0.0018265053487177092
0.99,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_98,61,82,0.5734265734265734,179936,309,33426,399,0.5635593220338984,0.011796008869179602,0.0033073293782407624
1.0,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_95,868,966,0.5267175572519084,180245,0,33825,0,,0.0,0.0
0.94,Bagging_Medium_Tomek_0_v1_Train,83,159,0.6570247933884298,419472,1098,62687,16239,0.936667243467728,0.20574968958264703,0.03470898665855182
0.94,Bagging_Medium_Tomek_0_v1_Train_Transformed_100,83,159,0.6570247933884298,419472,1098,62687,16239,0.936667243467728,0.20574968958264703,0.03470898665855182
0.94,Bagging_Medium_Tomek_0_v1_Train_Transformed_98,83,159,0.6570247933884298,419472,1098,62687,16239,0.936667243467728,0.20574968958264703,0.03470898665855182
0.94,Bagging_Medium_Tomek_0_v1_Train_Transformed_95,83,159,0.6570247933884298,419472,1098,62687,16239,0.936667243467728,0.20574968958264703,0.03470898665855182
1.0,Bagging_Medium_Tomek_0_v1_Test,1313,1338,0.5047152018106374,180245,0,33825,0,,0.0,0.0
1.0,Bagging_Medium_Tomek_0_v1_Test_Transformed_100,1313,1338,0.5047152018106374,180245,0,33825,0,,0.0,0.0
1.0,Bagging_Medium_Tomek_0_v1_Test_Transformed_98,1313,1338,0.5047152018106374,180245,0,33825,0,,0.0,0.0
1.0,Bagging_Medium_Tomek_0_v1_Test_Transformed_95,1313,1338,0.5047152018106374,180245,0,33825,0,,0.0,0.0
0.51,RUSBoost_Medium_Tomek_0_v1_Train,172875,43875,0.20242214532871972,420570,0,78926,0,,0.0,0.0
0.49,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_100,36,35,0.49295774647887325,420428,142,78853,73,0.3395348837209302,0.0009249170108709424,0.00043043387734836716
0.99,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_98,192,131,0.4055727554179567,418845,1725,78034,892,0.3408482995796714,0.011301725667080556,0.005239281195445008
1.0,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_95,4113,2144,0.34265622502796866,420570,0,78926,0,,0.0,0.0
0.51,RUSBoost_Medium_Tomek_0_v1_Test,73958,18728,0.20205856332132144,180245,0,33825,0,,0.0,0.0
0.55,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_100,29,24,0.4528301886792453,180152,93,33756,69,0.42592592592592593,0.002039911308203991,0.0007567618068855982
0.94,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_98,127,76,0.37438423645320196,179051,1194,33194,631,0.3457534246575342,0.018654841093865483,0.008525248750408745
0.99,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_95,146,86,0.3706896551724138,178459,1786,32918,907,0.33679910880059416,0.026814486326681448,0.012579997197178493
0.56,EEC_Medium_Tomek_0_v1_Train,719,739,0.5068587105624143,420562,8,78914,12,0.6,0.00015204115247193574,4.004036068356904e-05
0.88,EEC_Medium_Tomek_0_v1_Train_Transformed_100,52,90,0.6338028169014085,420505,65,78857,69,0.5149253731343284,0.0008742366267136305,0.0002682704165799126
0.91,EEC_Medium_Tomek_0_v1_Train_Transformed_98,46,61,0.5700934579439252,415783,4787,74370,4556,0.4876378037033073,0.057724957555178265,0.018704854493329277
0.96,EEC_Medium_Tomek_0_v1_Train_Transformed_95,46,61,0.5700934579439252,415783,4787,74370,4556,0.4876378037033073,0.057724957555178265,0.018704854493329277
0.56,EEC_Medium_Tomek_0_v1_Test,312,303,0.4926829268292683,180240,5,33820,5,0.5,0.00014781966001478197,4.671369178306161e-05
0.87,EEC_Medium_Tomek_0_v1_Test_Transformed_100,89,111,0.555,179877,368,33467,358,0.4931129476584022,0.010583887657058389,0.003391414023450273
0.82,EEC_Medium_Tomek_0_v1_Test_Transformed_98,55,65,0.5416666666666666,175952,4293,30404,3421,0.44347938812548615,0.10113821138211382,0.03603494184145373
0.95,EEC_Medium_Tomek_0_v1_Test_Transformed_95,34,35,0.5072463768115942,178112,2133,31941,1884,0.4690067214339059,0.05569844789356985,0.01876488998925585
0.94,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,115,261,0.6941489361702128,420479,91,78695,231,0.717391304347826,0.0029267921850847627,0.0006446498070054615
0.97,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_100,108,227,0.6776119402985075,420492,78,78711,215,0.7337883959044369,0.0027240706484555153,0.0005865912840142864
1.0,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_98,675,1193,0.6386509635974305,420570,0,78926,0,,0.0,0.0
1.0,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_95,1635,2595,0.6134751773049646,420570,0,78926,0,,0.0,0.0
0.95,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,26,44,0.6285714285714286,180229,16,33792,33,0.673469387755102,0.000975609756097561,0.00022889708973700191
0.98,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_100,28,48,0.631578947368421,180226,19,33789,36,0.6545454545454545,0.0010643015521064302,0.00025692530480683886
1.0,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_98,349,498,0.5879574970484062,180245,0,33825,0,,0.0,0.0
1.0,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_95,872,1102,0.5582573454913881,180245,0,33825,0,,0.0,0.0
0.72,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,44,85,0.6589147286821705,420423,147,78508,418,0.7398230088495575,0.005296100144439095,0.0011311401893108254
0.71,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_100,64,128,0.6666666666666666,420320,250,78257,669,0.7279651795429815,0.008476294250310417,0.0018398545734099974
0.88,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_98,125,240,0.6575342465753424,419203,1367,76294,2632,0.6581645411352838,0.03334769277551124,0.00800607011867963
0.96,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_95,110,212,0.6583850931677019,419187,1383,76265,2661,0.6580118694362018,0.03371512556065175,0.00809616093021766
0.68,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,39,68,0.6355140186915887,180048,197,33512,313,0.6137254901960785,0.009253510716925352,0.0023823982809361424
0.65,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_100,51,81,0.6136363636363636,179794,451,33181,644,0.5881278538812785,0.019039172209903917,0.005115149250245247
0.94,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_98,32,59,0.6483516483516484,179790,455,33181,644,0.5859872611464968,0.019039172209903917,0.005133834726958471
1.0,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_95,658,917,0.5822222222222222,180245,0,33825,0,,0.0,0.0
0.6,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train,127,234,0.6481994459833795,420236,334,78017,909,0.7312952534191473,0.011517117299749132,0.0024885084164838157
0.63,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,95,202,0.6801346801346801,420286,284,78145,781,0.7333333333333333,0.00989534500671515,0.0021321492064000514
0.93,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,106,215,0.6697819314641744,419650,920,77059,1867,0.6698959454610692,0.023655069305425335,0.0055796242612553455
1.0,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,1079,2166,0.6674884437596302,420570,0,78926,0,,0.0,0.0
0.58,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test,84,146,0.6347826086956522,179867,378,33340,485,0.5619930475086906,0.014338507021433852,0.0040313916008782175
0.82,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,20,41,0.6721311475409836,180171,74,33703,122,0.6224489795918368,0.00360679970436068,0.0009155883589480077
0.97,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,36,81,0.6923076923076923,179861,384,33328,497,0.5641316685584563,0.014693274205469328,0.004115476246087728
1.0,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,693,929,0.5727496917385944,180245,0,33825,0,,0.0,0.0
0.66,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,72,158,0.6869565217391305,420378,192,78352,574,0.7493472584856397,0.007272635126574259,0.001533545814180694
0.68,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,154,304,0.6637554585152838,419972,598,77483,1443,0.7070063694267515,0.018282948584750273,0.00408611880775822
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,73,144,0.663594470046083,420238,332,78036,890,0.7283142389525368,0.0112763854750019,0.002446466037766068
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,111,210,0.6542056074766355,419579,991,76796,2130,0.6824735661646908,0.026987304563768594,0.0062482982846709485
0.67,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,32,53,0.6235294117647059,180171,74,33669,156,0.6782608695652174,0.004611973392461197,0.0010744149110104172
0.76,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,25,44,0.6376811594202898,180179,66,33687,138,0.6764705882352942,0.004079822616407982,0.000952959312374457
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,249,390,0.6103286384976526,180245,0,33825,0,,0.0,0.0
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,52,77,0.5968992248062015,179592,653,32899,926,0.5864471184293857,0.027376201034737622,0.007376091932545429
0.55,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,116,233,0.667621776504298,420289,281,78228,698,0.7129724208375894,0.00884372703545093,0.0019599756554607045
0.68,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,54,109,0.6687116564417178,420437,133,78544,382,0.7417475728155339,0.004839976687023287,0.0010310392876019027
0.98,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,81,151,0.6508620689655172,420111,459,77870,1056,0.697029702970297,0.013379621417530345,0.0030330573217803546
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,1164,2196,0.6535714285714286,420570,0,78926,0,,0.0,0.0
0.51,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,146,224,0.6054054054054054,179686,559,33083,742,0.5703305149884704,0.021936437546193645,0.006077451300976316
0.74,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,54,93,0.6326530612244898,179986,259,33478,347,0.5726072607260726,0.01025868440502587,0.002830849722053534
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,38,69,0.6448598130841121,179956,289,33438,387,0.5724852071005917,0.011441241685144125,0.003157845564534965
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,703,960,0.5772699939867709,180245,0,33825,0,,0.0,0.0
0.83,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train,137,253,0.6487179487179487,420392,178,78459,467,0.724031007751938,0.005916934850366166,0.0012913016320451015
0.91,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,96,192,0.6666666666666666,420472,98,78627,299,0.7531486146095718,0.0037883587157590656,0.0007948011595688454
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,511,1048,0.6722257857601026,420570,0,78926,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,1345,2320,0.6330150068212824,420570,0,78926,0,,0.0,0.0
0.84,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test,47,68,0.591304347826087,180203,42,33724,101,0.7062937062937062,0.0029859571322985957,0.0006680057924977811
0.9,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,22,48,0.6857142857142857,180209,36,33748,77,0.6814159292035398,0.0022764227642276423,0.0005278647171485962
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,293,448,0.6045883940620783,180245,0,33825,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,772,1008,0.5662921348314607,180245,0,33825,0,,0.0,0.0
0.85,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,274,507,0.649167733674776,420108,462,78016,910,0.6632653061224489,0.01152978739578846,0.002746768742892836
0.89,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,249,462,0.6497890295358649,420128,442,78042,884,0.6666666666666666,0.011200364898765932,0.002654675913320627
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,548,1072,0.6617283950617284,420570,0,78926,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,1347,2392,0.6397432468574485,420570,0,78926,0,,0.0,0.0
0.87,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,49,99,0.668918918918919,180181,64,33681,144,0.6923076923076923,0.004257206208425721,0.0009716447890876816
0.93,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,35,68,0.6601941747572816,180217,28,33750,75,0.7281553398058253,0.0022172949002217295,0.0004811510253655346
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,258,442,0.6314285714285715,180245,0,33825,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,742,1010,0.5764840182648402,180245,0,33825,0,,0.0,0.0
0.75,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,51,106,0.6751592356687898,420505,65,78732,194,0.749034749034749,0.002457998631629628,0.000518522670852219
0.87,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,35,75,0.6818181818181818,420515,55,78761,165,0.75,0.002090565846489116,0.0004404439675192594
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,510,1008,0.6640316205533597,420570,0,78926,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,1451,2328,0.6160359883567081,420570,0,78926,0,,0.0,0.0
0.74,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,42,73,0.6347826086956522,180191,54,33724,101,0.6516129032258065,0.0029859571322985957,0.0007240622226374551
0.86,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,33,72,0.6857142857142857,180160,85,33672,153,0.6428571428571429,0.004523281596452328,0.0011117858644368664
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,260,427,0.6215429403202329,180245,0,33825,0,,0.0,0.0
1.0,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,821,1003,0.549890350877193,180245,0,33825,0,,0.0,0.0
0.46,LRC_Easy_Tomek_0_alpha_0_5_v1_Train,43,34,0.44155844155844154,420531,39,78907,19,0.3275862068965517,0.00024073182474723158,0.00011611704598235021
0.82,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_100,32,39,0.5492957746478874,420297,273,78738,188,0.4078091106290672,0.00238197805539366,0.0009229303137562663
1.0,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_98,1452,909,0.3850063532401525,420570,0,78926,0,,0.0,0.0
0.91,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_95,350,208,0.3727598566308244,414294,6276,75686,3240,0.34047919293820933,0.041051111167422646,0.019051203613242147
0.44,LRC_Easy_Tomek_0_alpha_0_5_v1_Test,50,40,0.4444444444444444,180174,71,33780,45,0.3879310344827586,0.0013303769401330377,0.0005418788246835147
0.86,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_100,33,24,0.42105263157894735,180162,83,33767,58,0.41134751773049644,0.0017147080561714708,0.0006586630541411687
0.86,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_98,122,82,0.4019607843137255,178003,2242,32699,1126,0.3343230403800475,0.0332889874353289,0.01573317139253515
0.95,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_95,132,83,0.386046511627907,178024,2221,32706,1119,0.3350299401197605,0.0330820399113082,0.01560237305554258
0.82,LRC_Easy_Tomek_0_alpha_balanced_v1_Train,102,80,0.43956043956043955,420525,45,78902,24,0.34782608695652173,0.0003040823049438715,0.0001381392443583132
0.95,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_100,67,55,0.45081967213114754,420528,42,78906,20,0.3225806451612903,0.00025340192078655957,0.000124125118119064
1.0,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_98,1631,1015,0.3835978835978836,420570,0,78926,0,,0.0,0.0
1.0,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_95,4117,2223,0.35063091482649844,420570,0,78926,0,,0.0,0.0
0.81,LRC_Easy_Tomek_0_alpha_balanced_v1_Test,129,89,0.40825688073394495,180172,73,33785,40,0.35398230088495575,0.0011825572801182557,0.0005278647171485962
0.95,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_100,58,53,0.4774774774774775,180176,69,33789,36,0.34285714285714286,0.0010643015521064302,0.000490493763722147
0.95,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_98,228,134,0.3701657458563536,178426,1819,32924,901,0.33125,0.02663710273466371,0.01270612416499276
0.96,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_95,245,141,0.36528497409326427,177552,2693,32477,1348,0.3335807968324672,0.03985218033998522,0.0188770028495352
0.91,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train,278,552,0.6650602409638554,419558,1012,74488,4438,0.8143119266055046,0.056229886222537565,0.010910998286272563
0.91,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_100,278,552,0.6650602409638554,419558,1012,74488,4438,0.8143119266055046,0.056229886222537565,0.010910998286272563
0.93,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_98,248,514,0.6745406824146981,419578,992,74541,4385,0.8155105077180584,0.05555837113245318,0.010764850969777535
0.95,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_95,284,540,0.6553398058252428,419520,1050,74411,4515,0.8113207547169812,0.05720548361756582,0.011141230360203085
1.0,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test,58,67,0.536,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_100,58,67,0.536,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_98,453,436,0.4904386951631046,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_95,1142,971,0.45953620444865123,180245,0,33825,0,,0.0,0.0
0.98,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train,935,1753,0.6521577380952381,420044,526,76610,2316,0.8149190710767066,0.0293439424270836,0.00568973525313516
0.98,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_100,935,1753,0.6521577380952381,420044,526,76610,2316,0.8149190710767066,0.0293439424270836,0.00568973525313516
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_98,692,1481,0.6815462494247584,420125,445,76810,2116,0.8262397500976181,0.026809923219218,0.0051271681855310156
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_95,1354,1911,0.5852986217457886,419539,1031,75509,3417,0.7682104316546763,0.0432937181663837,0.008904976216025755
1.0,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test,177,175,0.4971590909090909,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_100,177,175,0.4971590909090909,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_98,783,703,0.4730820995962315,180245,0,33825,0,,0.0,0.0
1.0,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_95,1885,1371,0.42106879606879605,180245,0,33825,0,,0.0,0.0
0.5,AdaBoost_Easy_Tomek_0_v1_Train,420570,78924,0.15800790399884684,420570,0,78924,2,1.0,2.5340192078655957e-05,4.004036068356903e-06
0.9,AdaBoost_Easy_Tomek_0_v1_Train_Transformed_100,123,105,0.4605263157894737,420320,250,78757,169,0.4033412887828162,0.0021412462306464285,0.0008388455563207713
1.0,AdaBoost_Easy_Tomek_0_v1_Train_Transformed_98,1522,955,0.3855470327008478,420570,0,78926,0,,0.0,0.0
1.0,AdaBoost_Easy_Tomek_0_v1_Train_Transformed_95,4056,2196,0.3512476007677543,420570,0,78926,0,,0.0,0.0
0.5,AdaBoost_Easy_Tomek_0_v1_Test,180245,33824,0.1580051291873181,180245,0,33824,1,1.0,2.9563932002956393e-05,4.671369178306161e-06
0.93,AdaBoost_Easy_Tomek_0_v1_Test_Transformed_100,38,38,0.5,180179,66,33790,35,0.3465346534653465,0.0010347376201034738,0.0004718082870089223
0.93,AdaBoost_Easy_Tomek_0_v1_Test_Transformed_98,205,123,0.375,178270,1975,32851,974,0.3302814513394371,0.02879526977087953,0.01377586770682487
0.99,AdaBoost_Easy_Tomek_0_v1_Test_Transformed_95,190,109,0.36454849498327757,178363,1882,32890,935,0.3319133830315939,0.027642276422764227,0.013159246975288457
0.9,Bagging_Easy_Tomek_0_v1_Train,602,1212,0.6681367144432194,418534,2036,73887,5039,0.712226148409894,0.06384461394217368,0.014164277591812546
0.9,Bagging_Easy_Tomek_0_v1_Train_Transformed_100,602,1212,0.6681367144432194,418534,2036,73887,5039,0.712226148409894,0.06384461394217368,0.014164277591812546
0.9,Bagging_Easy_Tomek_0_v1_Train_Transformed_98,602,1212,0.6681367144432194,418534,2036,73887,5039,0.712226148409894,0.06384461394217368,0.014164277591812546
0.93,Bagging_Easy_Tomek_0_v1_Train_Transformed_95,621,1228,0.6641427798810168,418596,1974,73964,4962,0.7153979238754326,0.06286901654714543,0.013885997085061743
0.96,Bagging_Easy_Tomek_0_v1_Test,84,85,0.5029585798816568,179678,567,33356,469,0.4527027027027027,0.01386548410938655,0.004839538468725184
0.96,Bagging_Easy_Tomek_0_v1_Test_Transformed_100,84,85,0.5029585798816568,179678,567,33356,469,0.4527027027027027,0.01386548410938655,0.004839538468725184
0.99,Bagging_Easy_Tomek_0_v1_Test_Transformed_98,81,87,0.5178571428571429,179721,524,33384,441,0.45699481865284974,0.01303769401330377,0.004507871257065446
1.0,Bagging_Easy_Tomek_0_v1_Test_Transformed_95,1325,952,0.4180939833113746,180245,0,33825,0,,0.0,0.0
0.51,RUSBoost_Easy_Tomek_0_v1_Train,38494,12255,0.2414825907899663,420568,2,78923,3,0.6,3.8010288117983936e-05,1.001009017089226e-05
