p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,"112,816","2,747",0.02,"112,816","307,754","2,747","76,179",0.20,0.97,0.77
0.2,"157,540","13,755",0.08,"270,356","150,214","16,502","62,424",0.29,0.79,0.43
0.3,"90,090","19,675",0.18,"360,446","60,124","36,177","42,749",0.42,0.54,0.21
0.4,"38,165","16,622",0.30,"398,611","21,959","52,799","26,127",0.54,0.33,0.10
0.5,"14,072","11,280",0.44,"412,683","7,887","64,079","14,847",0.65,0.19,0.05
0.6,"5,191","7,155",0.58,"417,874","2,696","71,234","7,692",0.74,0.10,0.02
0.7,"2,149","5,138",0.71,"420,023",547,"76,372","2,554",0.82,0.03,0.01
0.8,529,"2,313",0.81,"420,552",18,"78,685",241,0.93,0.00,0.00
0.9,18,222,0.93,"420,570",0,"78,907",19,1.00,0.00,0.00
1.0,0,19,1.00,"420,570",0,"78,926",0,nan,0.00,0.00
