,0
0.29,8914
0.3,8900
0.28,8878
0.27,8874
0.31,8811
0.26,8739
0.25,8721
0.32,8685
0.33,8638
0.24,8561
0.35,8534
0.34,8524
0.36,8452
0.23,8370
0.37,8289
0.22,8272
0.38,8177
0.21,8115
0.2,8021
0.39,7817
0.41,7673
0.19,7632
0.4,7631
0.18,7561
0.42,7325
0.17,7216
0.43,7079
0.16,6827
0.44,6822
0.45,6720
0.15,6570
0.47,6347
0.14,6267
0.46,6245
0.48,5893
0.13,5832
0.49,5688
0.12,5631
0.5,5350
0.11,5068
0.51,4999
0.52,4900
0.1,4740
0.53,4562
0.54,4399
0.09,4245
0.55,4232
0.56,3875
0.08,3790
0.57,3687
0.86,3632
0.87,3564
0.88,3558
0.89,3540
0.85,3521
0.9,3462
0.84,3433
0.58,3396
0.91,3341
0.92,3340
0.83,3339
0.07,3213
0.81,3186
0.82,3174
0.59,3129
0.93,3100
0.6,2965
0.94,2964
0.8,2942
0.95,2869
0.06,2765
0.61,2737
0.96,2725
0.79,2711
0.62,2569
0.78,2422
0.63,2413
0.97,2351
0.77,2315
0.64,2237
0.05,2228
0.76,2215
0.75,2131
0.74,2069
0.65,2066
0.66,2034
0.67,1913
0.68,1882
0.73,1859
0.98,1842
0.71,1839
0.69,1829
0.72,1790
0.7,1783
0.04,1675
0.03,1325
0.99,1294
0.02,886
0.01,642
1.0,598
