p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.99,RUSBoost_5_Fold_Medium_Test_Transformed_95,649,232,0.2633371169125993,593983,6832,109712,3039,0.3078715429034546,0.02695319775434364,0.060593697616872576,0.013833338471844231
0.52,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test,678,635,0.4836252856054836,594927,5888,105462,7289,0.5531608105031495,0.06464687674610425,0.0522212663302321,0.018466406751442753
0.59,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_100,585,550,0.4845814977973568,594915,5900,105451,7300,0.553030303030303,0.06474443685643587,0.05232769554150296,0.018498639228887028
0.77,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_98,444,409,0.4794841735052755,595016,5799,105546,7205,0.5540602891418025,0.06390187226720827,0.05143191634663994,0.01822396246457931
0.85,KBFC_5_Fold_alpha_0_5_gamma_0_0_Medium_Test_Transformed_95,393,371,0.4856020942408377,595041,5774,105567,7184,0.554406544219787,0.06371562114748427,0.051210188823158996,0.018159497509690765
0.85,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test,1348,1356,0.5014792899408284,595410,5405,106168,6583,0.5491324657991324,0.058385291483002366,0.047937490576580255,0.016800127808780128
0.87,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_100,1328,1344,0.5029940119760479,595168,5647,105908,6843,0.5478783026421137,0.06069125772720419,0.0500838130038758,0.017503636664302952
0.93,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_98,1118,1102,0.4963963963963964,595611,5204,106358,6393,0.5512632577390705,0.05670016230454719,0.04615480128779346,0.016252175692227488
0.95,KBFC_5_Fold_alpha_balanced_gamma_0_0_Medium_Test_Transformed_95,1054,1070,0.5037664783427496,594969,5846,105699,7052,0.546751434330904,0.06254489982350489,0.051848764090784115,0.018075412785923096
0.89,BRFC_5_Fold_alpha_0_5_Easy_Test,966,575,0.373134328358209,595638,5177,108340,4411,0.46005423445974136,0.03912160424297789,0.04591533556243404,0.013436738858073395
0.89,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_100,966,575,0.373134328358209,595638,5177,108340,4411,0.46005423445974136,0.03912160424297789,0.04591533556243404,0.013436738858073395
0.92,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_98,1162,659,0.36188907193849534,594900,5915,107870,4881,0.4521118932938125,0.04329008168441965,0.05246073205559153,0.015129644629929117
0.96,BRFC_5_Fold_alpha_0_5_Easy_Test_Transformed_95,1046,612,0.3691194209891435,594963,5852,107913,4838,0.45257249766136576,0.04290871034403242,0.05190197869641954,0.014981094951272903
0.96,BRFC_5_Fold_alpha_balanced_Easy_Test,5209,2881,0.3561186650185414,593930,6885,107549,5202,0.43037974683544306,0.04613706308591498,0.06106375996665218,0.01693886760299678
0.96,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_100,5209,2881,0.3561186650185414,593930,6885,107549,5202,0.43037974683544306,0.04613706308591498,0.06106375996665218,0.01693886760299678
0.98,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_98,3923,2258,0.3653130561397832,596083,4732,108761,3990,0.45746388443017655,0.03538771274755878,0.04196858564447322,0.012223116011693382
0.99,BRFC_5_Fold_alpha_balanced_Easy_Test_Transformed_95,4003,2248,0.359622460406335,595395,5420,108353,4398,0.44795273986555306,0.0390063059307678,0.04807052709066882,0.013759063632516123
0.36,LogReg_5_Fold_alpha_0_5_Easy_Test,1297,632,0.32763089683773977,594803,6012,109558,3193,0.34687669744703964,0.02831903929898626,0.05332103484669759,0.012899998038023112
0.72,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_100,565,284,0.33451118963486454,595375,5440,109846,2905,0.34811264230077893,0.025764738228485778,0.04824790910945358,0.011694783664019867
0.9,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_98,446,223,0.3333333333333333,595322,5493,109812,2939,0.3485531309297913,0.02606628766041986,0.04871797145923318,0.011816706513482985
0.99,LogReg_5_Fold_alpha_0_5_Easy_Test_Transformed_95,369,175,0.32169117647058826,595122,5693,109703,3048,0.3487015215650383,0.02703301966279678,0.05049179164708074,0.012249742840886478
0.76,LogReg_5_Fold_alpha_balanced_Easy_Test,1486,744,0.33363228699551567,595652,5163,110001,2750,0.34752938202957157,0.02439002758290392,0.04579116814928471,0.011089373652892654
0.88,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_100,1006,521,0.3411918795022921,595593,5222,109969,2782,0.34757621189405297,0.02467383881295953,0.04631444510469974,0.011216902150606951
0.95,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_98,738,365,0.33091568449682685,595027,5788,109685,3066,0.3462841653489948,0.02719266347970306,0.051334356236308325,0.012408102403982253
0.99,LogReg_5_Fold_alpha_balanced_Easy_Test_Transformed_95,829,380,0.3143093465674111,594698,6117,109510,3241,0.34633468689891,0.028744756144069676,0.054252290445317555,0.013114414083630666
0.5,AdaBoost_5_Fold_Easy_Test,600815,112751,0.1580106114921395,600815,0,112751,0,,0.0,0.0,0.0
0.84,AdaBoost_5_Fold_Easy_Test_Transformed_100,828,410,0.33117932148626816,595180,5635,109751,3000,0.3474232773595831,0.02660730281771337,0.04997738379260494,0.012101193162230264
0.94,AdaBoost_5_Fold_Easy_Test_Transformed_98,636,329,0.34093264248704663,595183,5632,109751,3000,0.34754402224281744,0.02660730281771337,0.04995077648978723,0.01209698892604188
0.99,AdaBoost_5_Fold_Easy_Test_Transformed_95,569,270,0.3218116805721097,594794,6021,109559,3192,0.3464669488765874,0.028310170198047022,0.05340085675515073,0.012911209334525468
0.9,BalBag_5_Fold_Easy_Test,1396,913,0.3954092680814205,595708,5107,108897,3854,0.43008592790983147,0.03418151501982244,0.04529449849668739,0.01255805349470126
0.9,BalBag_5_Fold_Easy_Test_Transformed_100,1396,913,0.3954092680814205,595708,5107,108897,3854,0.43008592790983147,0.03418151501982244,0.04529449849668739,0.01255805349470126
0.92,BalBag_5_Fold_Easy_Test_Transformed_98,1292,861,0.39990710636321414,595808,5007,108955,3796,0.43121663069408156,0.03366710716534665,0.04440758840276361,0.012336630388779735
0.97,BalBag_5_Fold_Easy_Test_Transformed_95,785,422,0.3496271748135874,594872,5943,108300,4451,0.42822782374446794,0.0394763682805474,0.052709066881890185,0.014566276980685739
0.53,EEC_5_Fold_Easy_Test,16373,7091,0.30220763723150357,595591,5224,110103,2648,0.3363821138211382,0.023485379287101666,0.04633218330657821,0.011031915758318082
0.89,EEC_5_Fold_Easy_Test_Transformed_100,2162,1074,0.3318912237330037,595591,5224,110103,2648,0.3363821138211382,0.023485379287101666,0.04633218330657821,0.011031915758318082
0.94,EEC_5_Fold_Easy_Test_Transformed_98,3134,1535,0.3287641893339045,595286,5529,109962,2789,0.33529694638134167,0.024735922519534194,0.04903725909304574,0.011656945538324416
0.99,EEC_5_Fold_Easy_Test_Transformed_95,471,201,0.29910714285714285,591473,9342,108108,4643,0.3319985698963175,0.04117923566088106,0.08285514097435943,0.019598747698180687
0.51,RUSBoost_5_Fold_Easy_Test,125117,30806,0.1975718784271724,600711,104,112691,60,0.36585365853658536,0.0005321460563542673,0.0009223864976807302,0.00022983157829829337
0.46,RUSBoost_5_Fold_Easy_Test_Transformed_100,1458,409,0.21906802356722013,595211,5604,110803,1948,0.2579449152542373,0.017277008629635215,0.04970244166348857,0.01058346389822385
0.84,RUSBoost_5_Fold_Easy_Test_Transformed_98,890,240,0.21238938053097345,595087,5728,110755,1996,0.25841532884515794,0.017702725474718628,0.05080221017995406,0.0108245067730245
0.99,RUSBoost_5_Fold_Easy_Test_Transformed_95,584,175,0.230566534914361,591609,9206,109672,3079,0.2506308506308506,0.027307961791913155,0.08164894324662308,0.017216347191430083
0.37,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test,1536,840,0.35353535353535354,594755,6060,108906,3845,0.38818778394750125,0.0341016931113693,0.053746751691781,0.013880986481979243
0.59,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_100,884,508,0.3649425287356322,595337,5478,109257,3494,0.3894337940258582,0.030988638681696837,0.04858493494514461,0.012573469027392
0.87,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_98,564,335,0.37263626251390436,595418,5397,109306,3445,0.38961773354444695,0.030554052735674183,0.04786653776906635,0.01239128545922872
0.97,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_95,507,302,0.37330037082818296,595328,5487,109248,3503,0.3896551724137931,0.031068460590149977,0.04866475685359775,0.012598694444522301
0.76,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test,1918,1005,0.34382483749572357,595963,4852,109671,3080,0.3883005547150782,0.027316830892852393,0.04303287775718175,0.011116000482085749
0.82,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_100,1625,890,0.3538767395626243,595182,5633,109271,3480,0.38187205091627346,0.030864471268547508,0.049959645590726465,0.012771068128246021
0.95,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_98,1201,645,0.3494041170097508,595442,5373,109415,3336,0.3830520151567344,0.029587320733297267,0.04765367934652464,0.012204897654877055
0.99,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_95,1123,603,0.34936268829663963,595428,5387,109406,3345,0.3830737517178195,0.029667142641750407,0.047777846759673975,0.012237130132321326
0.86,BRFC_5_Fold_alpha_0_5_Hard_Test,937,1572,0.6265444400159426,595608,5207,99040,13711,0.724759488318004,0.12160424297788933,0.04618140859061117,0.026511913403945816
0.86,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,937,1572,0.6265444400159426,595608,5207,99040,13711,0.724759488318004,0.12160424297788933,0.04618140859061117,0.026511913403945816
0.88,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,994,1598,0.6165123456790124,594745,6070,97590,15161,0.7140973105364796,0.13446443933978414,0.05383544270117338,0.02975337950518943
0.9,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,930,1562,0.6268057784911717,595616,5199,99044,13707,0.7250079339892098,0.12156876657413238,0.04611045578309727,0.02649509645919228
0.85,BRFC_5_Fold_alpha_balanced_Hard_Test,952,1479,0.6083916083916084,594955,5860,98247,14504,0.7122372814771165,0.12863744002270489,0.051972931503933444,0.02853835524674662
0.85,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_100,952,1479,0.6083916083916084,594955,5860,98247,14504,0.7122372814771165,0.12863744002270489,0.051972931503933444,0.02853835524674662
0.88,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_98,918,1422,0.6076923076923076,594988,5827,98287,14464,0.7128283475432458,0.12828267598513537,0.0516802511729386,0.028436052166162625
