p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"10,516",163,0.02,"10,516","410,054",163,"78,763",0.16,1.00,0.98
0.1,"163,974","8,883",0.05,"174,490","246,080","9,046","69,880",0.22,0.89,0.63
0.2,"115,425","15,916",0.12,"289,915","130,655","24,962","53,964",0.29,0.68,0.37
0.3,"59,616","14,451",0.20,"349,531","71,039","39,413","39,513",0.36,0.50,0.22
0.4,"31,264","11,244",0.26,"380,795","39,775","50,657","28,269",0.42,0.36,0.14
0.5,"17,141","8,253",0.32,"397,936","22,634","58,910","20,016",0.47,0.25,0.09
0.6,"9,651","6,412",0.40,"407,587","12,983","65,322","13,604",0.51,0.17,0.05
0.7,"5,693","4,679",0.45,"413,280","7,290","70,001","8,925",0.55,0.11,0.03
0.8,"3,374","3,227",0.49,"416,654","3,916","73,228","5,698",0.59,0.07,0.02
0.9,"1,935","2,237",0.54,"418,589","1,981","75,465","3,461",0.64,0.04,0.01
1.0,"1,981","3,461",0.64,"420,570",0,"78,926",0,nan,0.00,0.00
