,0
0.0,10707
1.0,3005
0.3634965419769287,53
0.5615196824073792,29
0.27140554785728455,26
0.30233851075172424,25
0.2712637186050415,24
0.12776446342468262,23
0.3314898610115051,23
0.3853257894515991,23
0.258137971162796,22
0.4094643294811249,22
0.33021995425224304,21
0.13379378616809845,20
0.35742461681365967,20
0.39916476607322693,20
0.199966698884964,19
0.48529762029647827,18
0.3221401572227478,18
0.2636573016643524,18
0.4374478757381439,18
0.31999921798706055,18
0.38413485884666443,18
0.378935843706131,18
0.4870985150337219,18
0.31327852606773376,18
0.41636601090431213,18
0.4060116410255432,17
0.3296692967414856,17
0.15881192684173584,17
0.4431762397289276,17
0.174076646566391,17
0.15605755150318146,17
0.3020383417606354,16
0.13433681428432465,16
0.16938579082489014,16
0.04313839599490166,16
0.3823144733905792,16
0.4227699339389801,16
0.3492008447647095,15
0.266579270362854,15
0.3185828626155853,15
0.08901070058345795,15
0.35431554913520813,15
0.6113552451133728,15
0.4443940222263336,15
0.26804569363594055,15
0.4310782551765442,15
0.16904540359973907,15
0.20417176187038422,15
0.20058846473693848,15
0.31836944818496704,14
0.2676788866519928,14
0.2697426974773407,14
0.47913652658462524,14
0.3301622271537781,14
0.3272145688533783,14
0.3344203233718872,14
0.44796961545944214,14
0.36279556155204773,14
0.42714983224868774,14
0.5450703501701355,14
0.3294084370136261,14
0.21246859431266785,14
0.23566436767578125,13
0.3200559914112091,13
0.15852396190166473,13
0.16846057772636414,13
0.4860716164112091,13
0.31224215030670166,13
0.45431989431381226,13
0.2334568202495575,13
0.39866843819618225,13
0.32730862498283386,13
0.34235355257987976,13
0.43448227643966675,13
0.2653292119503021,13
0.20429660379886627,13
0.3757789433002472,13
0.36305058002471924,13
0.2872123718261719,13
0.5518453121185303,13
0.32931965589523315,13
0.3260766267776489,13
0.13313210010528564,12
0.23993724584579468,12
0.1281975656747818,12
0.3352236747741699,12
0.26609349250793457,12
0.16882680356502533,12
0.13444803655147552,12
0.13704825937747955,12
0.3881949484348297,12
0.2720831334590912,12
0.25168901681900024,12
0.5155834555625916,12
0.1627754420042038,12
0.4401141405105591,12
0.5512925982475281,12
0.45038920640945435,12
