p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,0,0,nan,0,"420,570",0,"78,926",0.16,1.00,1.00
0.1,"7,887",251,0.03,"7,887","412,683",251,"78,675",0.16,1.00,0.98
0.2,"144,996","12,682",0.08,"152,883","267,687","12,933","65,993",0.20,0.84,0.67
0.3,"193,975","36,581",0.16,"346,858","73,712","49,514","29,412",0.29,0.37,0.21
0.4,"68,052","25,538",0.27,"414,910","5,660","75,052","3,874",0.41,0.05,0.02
0.5,"5,582","3,768",0.40,"420,492",78,"78,820",106,0.58,0.00,0.00
0.6,78,106,0.58,"420,570",0,"78,926",0,nan,0.00,0.00
0.7,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.8,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
0.9,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
1.0,0,0,nan,"420,570",0,"78,926",0,nan,0.00,0.00
