,0
0.0,10682
1.0,3049
0.47210001945495605,53
0.6631245017051697,29
0.4120268225669861,26
0.39065688848495483,24
0.41920146346092224,23
0.47787919640541077,23
0.19504602253437042,23
0.5668903589248657,23
0.3864606022834778,22
0.5811757445335388,21
0.4802081882953644,21
0.4590361416339874,20
0.22431448101997375,20
0.547447144985199,20
0.3081843852996826,19
0.4114508032798767,18
0.6454653739929199,18
0.5421985983848572,18
0.6731830835342407,18
0.4859926402568817,18
0.4494028091430664,18
0.4973212778568268,18
0.4438205063343048,18
0.5729772448539734,18
0.4359699785709381,17
0.5186312198638916,17
0.2262551486492157,17
0.5274668335914612,17
0.61928391456604,17
0.2105027586221695,17
0.20897728204727173,17
0.38061124086380005,17
0.1564706265926361,16
0.10023577511310577,16
0.42112430930137634,16
0.6731517910957336,16
0.3054267168045044,16
0.4080653786659241,15
0.3918052315711975,15
0.7331222891807556,15
0.34638527035713196,15
0.3819355368614197,15
0.4309343993663788,15
0.4862809479236603,15
0.5925994515419006,15
0.1642506867647171,15
0.1384463757276535,15
0.2740969657897949,15
0.4871227443218231,14
0.41718828678131104,14
0.4726833701133728,14
0.5602429509162903,14
0.48455819487571716,14
0.3734458386898041,14
0.5026829838752747,14
0.24860605597496033,14
0.6962773203849792,14
0.5781510472297668,14
0.6582738757133484,14
0.4653635323047638,14
0.6051429510116577,14
0.46834537386894226,14
0.4710284471511841,13
0.42933446168899536,13
0.6656355857849121,13
0.4254069924354553,13
0.4226115643978119,13
0.637425422668457,13
0.47096970677375793,13
0.46979445219039917,13
0.4444166421890259,13
0.3241144120693207,13
0.5765010714530945,13
0.15460267663002014,13
0.365970253944397,13
0.3397177755832672,13
0.49790099263191223,13
0.21034111082553864,13
0.5804409384727478,13
0.4571394622325897,12
0.2753105163574219,12
0.28383928537368774,12
0.48476535081863403,12
0.3560326397418976,12
0.13281750679016113,12
0.40958890318870544,12
0.2641216814517975,12
0.4573610723018646,12
0.5593283772468567,12
0.5390121340751648,12
0.20641104876995087,12
0.22866353392601013,12
0.4842379689216614,12
0.3096923530101776,12
0.5996748208999634,12
0.5610109567642212,12
0.4026540219783783,12
0.6704185605049133,12
