p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,261",120,0.03,"4,261","416,309",120,"78,806",0.16,1.00,0.99
0.1,"39,963","2,128",0.05,"44,224","376,346","2,248","76,678",0.17,0.97,0.91
0.2,"45,535","3,553",0.07,"89,759","330,811","5,801","73,125",0.18,0.93,0.81
0.3,"63,721","7,214",0.10,"153,480","267,090","13,015","65,911",0.20,0.84,0.67
0.4,"94,600","14,674",0.13,"248,080","172,490","27,689","51,237",0.23,0.65,0.45
0.5,"61,084","12,458",0.17,"309,164","111,406","40,147","38,779",0.26,0.49,0.30
0.6,"45,645","11,772",0.21,"354,809","65,761","51,919","27,007",0.29,0.34,0.19
0.7,"33,175","11,231",0.25,"387,984","32,586","63,150","15,776",0.33,0.20,0.10
0.8,"21,321","8,905",0.29,"409,305","11,265","72,055","6,871",0.38,0.09,0.04
0.9,"7,831","4,304",0.35,"417,136","3,434","76,359","2,567",0.43,0.03,0.01
1.0,"3,434","2,567",0.43,"420,570",0,"78,926",0,nan,0.00,0.00
