,0
0.0,10651
1.0,2936
0.4046356589438549,54
0.044919970296025916,9
0.9329278837689773,9
0.1836197964263449,9
0.07720902163034046,9
0.11593869957634105,8
0.05117306660884303,8
0.19703688415719048,8
0.05780770166703087,8
0.029518032151113472,7
0.05090771894785933,7
0.1682510248281561,7
0.11717743178081684,7
0.12309153620111528,7
0.02344378370877638,7
0.4533079525513883,6
0.7385370827818877,6
0.23958765223976367,6
0.040651491168063346,6
0.11354784026556378,6
0.14298894792457173,6
0.059751895602234345,6
0.04440526567889967,6
0.21554687293735816,6
0.40190813994979235,6
0.27570175984834216,6
0.10514244705554353,6
0.10473771750032476,6
0.07275400147236163,5
0.1226884359523769,5
0.004473207934195467,5
0.017910374069475668,5
0.24380744910246133,5
0.002516074699515625,5
0.15474748624557072,5
0.17822077230937294,5
0.127776930614943,5
0.00831500293362997,5
0.08882296265860759,5
0.17163045496920867,5
0.2225323568878935,5
0.35286344994677343,5
0.3259885824962583,5
0.26418172983869004,5
0.03782061077293659,5
0.039006256610958315,5
0.2629353826244197,5
0.26319695520402686,5
0.5456050926168685,5
0.08005955889221919,5
0.17783567709550074,5
0.13502463481270738,5
0.1760554048674141,5
0.0499189659829263,5
0.07311500764752482,5
0.09759286939136047,5
0.08467854129848182,5
0.2842431081076722,5
0.08510678893129829,5
0.18749487321608002,5
0.6075198254160664,5
0.38253063030895684,5
0.8674724328705185,5
0.30333442651193415,5
0.5399549247453375,5
0.3528866989056056,5
0.44431056395972834,5
0.12635870232514462,5
0.08496038015323022,4
0.054709669922316885,4
0.0963574703161342,4
0.042175295958016626,4
0.045781828103503786,4
0.23057077824276126,4
0.5952834415052102,4
0.14334319350734012,4
0.1682423475795125,4
0.25251706887607,4
0.1678616812977859,4
0.08621480503447676,4
0.033429806875524416,4
0.3184242136422072,4
0.37832120268699665,4
0.39801219925909026,4
0.2402666077888676,4
0.09966561784316898,4
0.15606751166849284,4
0.2893630318750038,4
0.08193245517213141,4
0.04821636311544935,4
0.137639005619024,4
0.4790122866518323,4
0.02366450216422421,4
0.041305334278003966,4
0.23965231517194818,4
0.6039141545969102,4
0.29222680331231643,4
0.01915733039388777,4
