,0
0.7131638047952705,46
0.21057478261487564,12
0.927506859049929,10
0.14225769791554133,9
0.45498518273376276,9
0.2346119330184163,9
0.2301851192914893,8
0.5469246806877236,8
0.5056113633787644,7
0.5171540364487592,7
0.22555434330985305,7
0.23137828006970973,7
0.530861563074461,7
0.7093799041178522,7
0.7866966681839109,7
0.7797348644724706,7
0.5987066655856312,7
0.33637344592410406,7
0.355149259164165,7
0.257398486275565,6
0.4165683732352081,6
0.4776177544077141,6
0.5942244249650934,6
0.7132786095730641,6
0.17755875256414208,6
0.3738048985361824,6
0.2788467639143609,6
0.42804024588117445,6
0.08769794437868315,6
0.2080710137762863,6
0.9468636075751384,6
0.18553065971158852,6
0.31889597202015774,6
0.6471102360201985,6
0.3277057274397584,6
0.47187135715916334,6
0.44941127326940783,5
0.17418220810762802,5
0.3300883059088265,5
0.24523016861756228,5
0.516766842567167,5
0.7426770086553669,5
0.2438951517880807,5
0.6079698951016932,5
0.5061025726754939,5
0.2869678641368766,5
0.5079502570407998,5
0.3856554862556444,5
0.32546716580186297,5
0.21491799759808586,5
0.7926913457675273,5
0.3797449893584642,5
0.397465824942979,5
0.1813232689065298,5
0.4200741239928944,5
0.20149401557102822,5
0.36119512113513885,5
0.30428398693999276,5
0.7606499443522121,5
0.6719764110116152,5
0.9136889065071719,5
0.39262033929665574,5
0.9581956474445974,5
0.22877620858514144,5
0.7205619196964355,5
0.8180857469333114,5
0.13274055764109477,5
0.4749788118660376,5
0.7665812580353761,5
0.6744113770372816,5
0.33122983521805677,5
0.1492330887829978,5
0.1885484321196126,5
0.8034530822178134,5
0.0841108138975775,5
0.28707844499326257,5
0.41187479632448826,5
0.7445668702685482,5
0.2332858381455827,5
0.4400827430816965,5
0.3689552854238025,5
0.21795796613712198,5
0.3926406797325139,5
0.5816153651773011,5
0.1823386707867964,5
0.45572258131170595,5
0.5359500988961999,5
0.46993926077612114,5
0.29532255246671835,5
0.5165797964853936,4
0.282947726383031,4
0.4276468007898863,4
0.5222901626692327,4
0.2160157252739086,4
0.2580848562159901,4
0.4811791435394347,4
0.1109622675094807,4
0.30166434327350333,4
0.22108480346238957,4
0.4988132613916092,4
