p,Filename,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}
0.63,BRFC_Medium_Tomek_0_alpha_0_5_v1_Train,3144,307,0.08895972181976239,382627,37943,1980,76946,0.6697420988954557,0.9749132098421306,0.23000984992872817
0.63,BRFC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_100,3144,307,0.08895972181976239,382627,37943,1980,76946,0.6697420988954557,0.9749132098421306,0.23000984992872817
0.62,BRFC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_98,2898,304,0.09494066208619613,383049,37521,2062,76864,0.6719762206583031,0.9738742619669057,0.2290008328395022
0.61,BRFC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_95,3106,265,0.07861168792643132,381421,39149,1912,77014,0.662982188820881,0.9757747763728049,0.2325604209042715
0.95,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test,120,173,0.590443686006826,180010,235,33345,480,0.6713286713286714,0.014190687361419069,0.0033400289624889055
0.95,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_100,120,173,0.590443686006826,180010,235,33345,480,0.6713286713286714,0.014190687361419069,0.0033400289624889055
0.99,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_98,119,174,0.5938566552901023,180010,235,33346,479,0.6708683473389355,0.014161123429416113,0.003335357593310599
0.99,BRFC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_95,201,237,0.541095890410959,179565,680,32765,1060,0.6091954022988506,0.03133776792313378,0.00812818237025272
0.64,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train,2692,247,0.08404219122150391,381582,38988,978,77948,0.6665868509270028,0.9876086460735373,0.23410798084469145
0.64,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_100,2692,247,0.08404219122150391,381582,38988,978,77948,0.6665868509270028,0.9876086460735373,0.23410798084469145
0.63,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_98,2619,239,0.08362491252624213,381793,38777,1018,77908,0.6676779363242918,0.9871018422319641,0.23360547431811265
0.63,BRFC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_95,2310,255,0.09941520467836257,382518,38052,1123,77803,0.6715549609425575,0.9857714821478347,0.23194379934974454
0.98,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test,71,96,0.5748502994011976,180181,64,33694,131,0.6717948717948717,0.0038728750923872875,0.0009109169897697015
0.98,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_100,71,96,0.5748502994011976,180181,64,33694,131,0.6717948717948717,0.0038728750923872875,0.0009109169897697015
0.99,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_98,125,145,0.5370370370370371,179950,295,33331,494,0.6261089987325729,0.014604582409460458,0.0036857102816835615
0.99,BRFC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_95,245,257,0.5119521912350598,179502,743,32911,914,0.5515992757996379,0.027021433850702145,0.007740458728453309
0.5,AdaBoost_Medium_Tomek_0_v1_Train,416477,74523,0.15177800407331976,416515,4055,74524,4402,0.5205155492491427,0.05577376276512176,0.016931066515047166
0.85,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_100,78,104,0.5714285714285714,420414,156,78679,247,0.6129032258064516,0.0031295137217140106,0.0008068132677739161
0.99,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_98,159,189,0.5431034482758621,419849,721,77988,938,0.5654008438818565,0.011884550084889643,0.0033213479187020516
0.99,AdaBoost_Medium_Tomek_0_v1_Train_Transformed_95,242,278,0.5346153846153846,418702,1868,76696,2230,0.5441678867740362,0.02825431416770139,0.008204269904063297
0.5,AdaBoost_Medium_Tomek_0_v1_Test,178511,32090,0.1523734455202017,178533,1712,32091,1734,0.5031921067904818,0.051263858093126384,0.016097538188443034
0.9,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_100,41,37,0.47435897435897434,180159,86,33705,120,0.5825242718446602,0.003547671840354767,0.0009623020507310693
0.98,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_98,71,65,0.47794117647058826,179875,370,33344,481,0.5652173913043478,0.014220251293422026,0.003975335170738543
0.99,AdaBoost_Medium_Tomek_0_v1_Test_Transformed_95,112,102,0.4766355140186916,179377,868,32859,966,0.5267175572519084,0.028558758314855878,0.008567291073013501
0.6,Bagging_Medium_Tomek_0_v1_Train,18049,4601,0.20313465783664458,387821,32749,10591,68335,0.6760219223616003,0.8658110128474774,0.20237199096689462
0.6,Bagging_Medium_Tomek_0_v1_Train_Transformed_100,18049,4601,0.20313465783664458,387821,32749,10591,68335,0.6760219223616003,0.8658110128474774,0.20237199096689462
0.6,Bagging_Medium_Tomek_0_v1_Train_Transformed_98,18049,4601,0.20313465783664458,387821,32749,10591,68335,0.6760219223616003,0.8658110128474774,0.20237199096689462
0.6,Bagging_Medium_Tomek_0_v1_Train_Transformed_95,18049,4601,0.20313465783664458,387821,32749,10591,68335,0.6760219223616003,0.8658110128474774,0.20237199096689462
0.98,Bagging_Medium_Tomek_0_v1_Test,41,22,0.3492063492063492,178909,1336,32475,1350,0.5026061057334326,0.03991130820399113,0.01254729761293035
0.98,Bagging_Medium_Tomek_0_v1_Test_Transformed_100,41,22,0.3492063492063492,178909,1336,32475,1350,0.5026061057334326,0.03991130820399113,0.01254729761293035
0.98,Bagging_Medium_Tomek_0_v1_Test_Transformed_98,41,22,0.3492063492063492,178909,1336,32475,1350,0.5026061057334326,0.03991130820399113,0.01254729761293035
0.98,Bagging_Medium_Tomek_0_v1_Test_Transformed_95,41,22,0.3492063492063492,178909,1336,32475,1350,0.5026061057334326,0.03991130820399113,0.01254729761293035
0.5,RUSBoost_Medium_Tomek_0_v1_Train,247695,35051,0.1239663867923861,247695,172875,35051,43875,0.20242214532871972,0.555900463725515,0.43393740890817944
0.47,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_100,70,38,0.35185185185185186,420352,218,78792,134,0.3806818181818182,0.001697792869269949,0.0007047103480308151
0.97,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_98,229,104,0.3123123123123123,418438,2132,77786,1140,0.3484107579462103,0.014443909484833895,0.006550603007831894
0.99,RUSBoost_Medium_Tomek_0_v1_Train_Transformed_95,373,178,0.32304900181488205,416457,4113,76782,2144,0.34265622502796866,0.027164685908319185,0.012526626839854574
0.5,RUSBoost_Medium_Tomek_0_v1_Test,106287,15097,0.12437388782706123,106287,73958,15097,18728,0.20205856332132144,0.5536733185513674,0.4329705236604849
0.54,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_100,32,23,0.41818181818181815,180123,122,33732,93,0.4325581395348837,0.0027494456762749446,0.0010043443733358248
0.99,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_98,80,41,0.33884297520661155,179569,676,33450,375,0.35680304471931495,0.011086474501108648,0.004909609006399775
0.98,RUSBoost_Medium_Tomek_0_v1_Test_Transformed_95,144,60,0.29411764705882354,178313,1932,32832,993,0.3394871794871795,0.0293569844789357,0.013663754846545523
0.56,EEC_Medium_Tomek_0_v1_Train,719,739,0.5068587105624143,420562,8,78914,12,0.6,0.00015204115247193574,4.004036068356904e-05
0.89,EEC_Medium_Tomek_0_v1_Train_Transformed_100,57,57,0.5,420562,8,78914,12,0.6,0.00015204115247193574,4.004036068356904e-05
0.99,EEC_Medium_Tomek_0_v1_Train_Transformed_98,131,130,0.49808429118773945,419504,1066,77785,1141,0.5169913910285455,0.014456579580873223,0.004418453801431843
0.98,EEC_Medium_Tomek_0_v1_Train_Transformed_95,188,127,0.4031746031746032,416704,3866,75181,3745,0.49205097884640653,0.04744950966728328,0.015237359258132197
0.56,EEC_Medium_Tomek_0_v1_Test,312,303,0.4926829268292683,180240,5,33820,5,0.5,0.00014781966001478197,4.671369178306161e-05
0.91,EEC_Medium_Tomek_0_v1_Test_Transformed_100,147,164,0.5273311897106109,180178,67,33751,74,0.524822695035461,0.002187730968218773,0.0006586630541411687
0.95,EEC_Medium_Tomek_0_v1_Test_Transformed_98,498,422,0.45869565217391306,179682,563,33234,591,0.5121317157712305,0.017472283813747227,0.0053907600317653105
0.99,EEC_Medium_Tomek_0_v1_Test_Transformed_95,608,537,0.46899563318777293,179184,1061,32812,1013,0.4884281581485053,0.029948263118994827,0.009688419675806978
0.92,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,324,549,0.6288659793814433,420108,462,78063,863,0.6513207547169811,0.010934292881940045,0.0026526738952864486
0.95,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_100,315,467,0.5971867007672634,420168,402,78141,785,0.6613310867733783,0.009946025390872464,0.0023763954065698224
0.99,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_98,331,556,0.6268320180383314,419895,675,77733,1193,0.6386509635974305,0.015115424574918278,0.003739769687845348
0.99,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_95,543,676,0.5545529122231337,418935,1635,76331,2595,0.6134751773049646,0.032878899222056106,0.008468536284574852
0.95,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,26,44,0.6285714285714286,180229,16,33792,33,0.673469387755102,0.000975609756097561,0.00022889708973700191
0.98,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_100,28,48,0.631578947368421,180226,19,33789,36,0.6545454545454545,0.0010643015521064302,0.00025692530480683886
0.99,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_98,187,210,0.5289672544080605,179896,349,33327,498,0.5879574970484062,0.014722838137472284,0.003956649694025319
0.99,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_95,253,310,0.5506216696269982,179373,872,32723,1102,0.5582573454913881,0.032579453067257944,0.009221282757976363
0.62,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,212,297,0.5834970530451866,419482,1088,76692,2234,0.6724864539434076,0.028304994551858705,0.006650703909540817
0.63,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_100,200,290,0.5918367346938775,419429,1141,76622,2304,0.6687953555878084,0.029191901274611663,0.006896952127744767
0.89,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_98,137,198,0.591044776119403,419340,1230,76492,2434,0.6643013100436681,0.0308390137597243,0.007335394077229848
0.98,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_95,117,176,0.6006825938566553,419433,1137,76631,2295,0.6687062937062938,0.02907787041025771,0.006870925893300447
0.72,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,22,26,0.5416666666666666,180166,79,33681,144,0.6457399103139013,0.004257206208425721,0.001041715326762274
0.73,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_100,27,36,0.5714285714285714,180157,88,33669,156,0.639344262295082,0.004611973392461197,0.0011398140795067034
0.99,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_98,41,50,0.5494505494505495,180000,245,33437,388,0.6129541864139021,0.01147080561714708,0.0029569766898678
0.99,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_95,64,84,0.5675675675675675,179587,658,32908,917,0.5822222222222222,0.027110125646711013,0.007357406455832205
0.56,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train,297,436,0.5948158253751705,419496,1074,76765,2161,0.6680061823802164,0.02738007754098776,0.006476528340567292
0.58,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,297,418,0.5846153846153846,419448,1122,76694,2232,0.6654740608228981,0.028279654359780047,0.006714768486634527
0.92,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,146,228,0.6096256684491979,419544,1026,76844,2082,0.6698841698841699,0.026379139953880852,0.0062222720502266285
0.99,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,133,211,0.6133720930232558,419491,1079,76760,2166,0.6674884437596302,0.0274434280211844,0.006496548520909077
0.64,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test,28,42,0.6,180183,62,33717,108,0.6352941176470588,0.0031929046563192905,0.0007941327603120475
0.81,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,23,31,0.5740740740740741,180151,94,33662,163,0.6342412451361867,0.004818920916481892,0.0012005418788246834
0.99,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,57,55,0.49107142857142855,179977,268,33443,382,0.5876923076923077,0.011293422025129342,0.003036389965899005
0.99,OBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,72,90,0.5555555555555556,179552,693,32896,929,0.5727496917385944,0.02746489283074649,0.007576960807212594
0.59,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,350,486,0.5813397129186603,419270,1300,76290,2636,0.6697154471544715,0.03339837315966855,0.007879942982526386
0.64,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,327,428,0.5668874172185431,419142,1428,76110,2816,0.6635249764373233,0.035678990446747584,0.00849656453705335
0.89,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,193,265,0.5786026200873362,419123,1447,76090,2836,0.662152696707915,0.03593239236753414,0.00857464324038631
0.96,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,188,236,0.5566037735849056,419192,1378,76160,2766,0.6674710424710425,0.03504548564478119,0.008296362733635505
0.66,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,53,48,0.4752475247524752,180139,106,33616,209,0.6634920634920635,0.006178861788617886,0.001471481291166441
0.75,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,38,49,0.5632183908045977,180154,91,33643,182,0.6666666666666666,0.0053806356245380636,0.0012752837856775821
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,43,46,0.5168539325842697,179996,249,33435,390,0.6103286384976526,0.011529933481152993,0.0029850049049376373
0.98,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,77,98,0.56,179540,705,32822,1003,0.5872365339578455,0.02965262379896526,0.007978698556546924
0.52,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,315,437,0.5811170212765957,419781,789,77283,1643,0.6755756578947368,0.020816967792615867,0.004868907859121995
0.62,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,252,363,0.5902439024390244,419782,788,77285,1641,0.6755866611774393,0.020791627600537214,0.004862901805019459
0.94,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,148,217,0.5945205479452055,419687,883,77155,1771,0.6672946495855313,0.02243874008564985,0.005313355862709611
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,158,244,0.6069651741293532,419406,1164,76730,2196,0.6535714285714286,0.02782353090236424,0.0067267805948395985
0.59,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,22,28,0.56,180204,41,33744,81,0.6639344262295082,0.002394678492239468,0.0005699070397533517
0.78,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,26,36,0.5806451612903226,180139,106,33669,156,0.5954198473282443,0.004611973392461197,0.0012238987247162143
0.98,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,52,59,0.5315315315315315,179918,327,33369,456,0.5823754789272031,0.013481152993348115,0.0036576820666137243
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,96,109,0.5317073170731708,179542,703,32865,960,0.5772699939867709,0.028381374722838137,0.0077684869435231466
0.81,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train,290,505,0.6352201257861635,420015,555,77846,1080,0.6605504587155964,0.013683703722474216,0.0032732994858817688
0.88,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,251,446,0.6398852223816356,420029,541,77859,1067,0.6635572139303483,0.013518992473962953,0.0032192449989589507
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,197,300,0.6036217303822937,420059,511,77878,1048,0.6722257857601026,0.013278260649215721,0.0031211461152842066
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,307,426,0.5811732605729877,419225,1345,76606,2320,0.6330150068212824,0.02939462281124091,0.007337396095264026
0.83,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test,73,101,0.5804597701149425,180156,89,33656,169,0.6550387596899225,0.0049963045084996304,0.0012052132480029896
0.88,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,87,110,0.5583756345177665,180138,107,33623,202,0.6537216828478964,0.005971914264597191,0.001443453076096604
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,107,115,0.5180180180180181,179952,293,33377,448,0.6045883940620783,0.013244641537324464,0.0034614845611248657
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,152,178,0.5393939393939394,179473,772,32817,1008,0.5662921348314607,0.029800443458980044,0.008315037137384967
0.85,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,274,507,0.649167733674776,420108,462,78016,910,0.6632653061224489,0.01152978739578846,0.002746768742892836
0.89,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,249,462,0.6497890295358649,420128,442,78042,884,0.6666666666666666,0.011200364898765932,0.002654675913320627
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,189,346,0.6467289719626168,420022,548,77854,1072,0.6617283950617284,0.013582342954159592,0.003243269215369092
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,341,422,0.5530799475753604,419223,1347,76534,2392,0.6397432468574485,0.030306869726072525,0.007485545429793232
0.86,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,93,131,0.5848214285714286,180132,113,33582,243,0.6825842696629213,0.0071840354767184035,0.0016630074274769935
0.9,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,125,144,0.5353159851301115,180061,184,33474,351,0.6560747663551402,0.010376940133037695,0.0024991825103937966
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,105,113,0.518348623853211,179987,258,33383,442,0.6314285714285715,0.013067257945306726,0.003269958424814313
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,172,199,0.5363881401617251,179503,742,32815,1010,0.5764840182648402,0.02985957132298596,0.008184238800392395
0.72,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,230,379,0.6223316912972086,420211,359,78182,744,0.6745240253853128,0.009426551453260016,0.0022082258916988323
0.83,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,206,332,0.6171003717472119,420184,386,78134,792,0.6723259762308998,0.010034716063147759,0.0023583772442622164
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,161,232,0.5903307888040712,420060,510,77918,1008,0.6640316205533597,0.012771456807642603,0.0030390633758828898
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,291,403,0.5806916426512968,419119,1451,76598,2328,0.6160359883567081,0.029495983579555532,0.00756562615116037
0.74,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,42,73,0.6347826086956522,180191,54,33724,101,0.6516129032258065,0.0029859571322985957,0.0007240622226374551
0.85,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,87,103,0.5421052631578948,180127,118,33600,225,0.6559766763848397,0.0066518847006651885,0.0016022796281590134
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,100,90,0.47368421052631576,179985,260,33398,427,0.6215429403202329,0.01262379896526238,0.003209230625496333
0.99,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,168,175,0.5102040816326531,179424,821,32822,1003,0.549890350877193,0.02965262379896526,0.00852057738123044
0.42,LRC_Easy_Tomek_0_alpha_0_5_v1_Train,317,175,0.3556910569105691,420054,516,78560,366,0.41496598639455784,0.00463725515039404,0.0017657799061453945
0.8,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_100,109,42,0.2781456953642384,420153,417,78602,324,0.43724696356275305,0.004105111116742265,0.0014834953633262329
0.99,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_98,128,79,0.38164251207729466,419118,1452,78017,909,0.3850063532401525,0.011517117299749132,0.004726764578695325
0.98,LRC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_95,267,120,0.31007751937984496,416483,4087,76685,2241,0.35414032869785084,0.028393685224133998,0.012668770120281243
0.43,LRC_Easy_Tomek_0_alpha_0_5_v1_Test,98,65,0.3987730061349693,180124,121,33740,85,0.41262135922330095,0.0025129342202512934,0.0009623020507310693
0.86,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_100,33,24,0.42105263157894735,180162,83,33767,58,0.41134751773049644,0.0017147080561714708,0.0006586630541411687
0.99,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_98,58,27,0.3176470588235294,179584,661,33443,382,0.36625119846596355,0.011293422025129342,0.004872238052973326
0.89,LRC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_95,112,52,0.3170731707317073,177062,3183,32193,1632,0.33894080996884735,0.048248337028824834,0.02249264259354417
0.8,LRC_Easy_Tomek_0_alpha_balanced_v1_Train,512,309,0.3763702801461632,420105,465,78594,332,0.41656210790464243,0.004206471885056889,0.0015956083732402261
0.92,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_100,291,137,0.32009345794392524,420104,466,78593,333,0.4167709637046308,0.0042191419810962165,0.0015996124093085832
0.99,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_98,504,241,0.32348993288590605,418939,1631,77911,1015,0.3835978835978836,0.012860147479917898,0.005297339718436184
0.99,LRC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_95,609,300,0.33003300330033003,416453,4117,76703,2223,0.35063091482649844,0.028165623495426097,0.012692794336691385
0.79,LRC_Easy_Tomek_0_alpha_balanced_v1_Test,337,158,0.3191919191919192,179831,414,33559,266,0.3911764705882353,0.0078640059127864,0.00317653104124819
0.94,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_100,104,62,0.37349397590361444,180118,127,33736,89,0.41203703703703703,0.002631189948263119,0.001009015742514131
0.99,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_98,236,109,0.3159420289855073,179476,769,33389,436,0.36182572614107883,0.012889874353288987,0.0056289998598589245
0.97,LRC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_95,320,138,0.30131004366812225,177872,2373,32615,1210,0.3377058331007536,0.03577235772357724,0.016737515765870976
0.85,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train,1083,1101,0.5041208791208791,415878,4692,69462,9464,0.6685504379768296,0.11990978891619998,0.028340567291830165
0.85,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_100,1083,1101,0.5041208791208791,415878,4692,69462,9464,0.6685504379768296,0.11990978891619998,0.028340567291830165
0.87,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_98,934,995,0.5158113011923277,416114,4456,69739,9187,0.6733856189987539,0.11640017231330614,0.027313532040296618
0.89,BRFC_Easy_Tomek_0_alpha_0_5_v1_Train_Transformed_95,872,947,0.5206157229246839,416189,4381,69821,9105,0.6751445943941866,0.11536122443808124,0.026999215208930602
0.99,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test,52,52,0.5,180187,58,33758,67,0.536,0.0019807834441980783,0.0005839211472882702
0.99,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_100,52,52,0.5,180187,58,33758,67,0.536,0.0019807834441980783,0.0005839211472882702
0.99,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_98,160,125,0.43859649122807015,179792,453,33389,436,0.4904386951631046,0.012889874353288987,0.004152847199514177
0.99,BRFC_Easy_Tomek_0_alpha_0_5_v1_Test_Transformed_95,207,114,0.35514018691588783,179103,1142,32854,971,0.45953620444865123,0.028706577974870657,0.00987060307376092
0.96,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train,2832,2718,0.4897297297297297,417168,3402,72502,6424,0.6537756971300631,0.08139269695664293,0.01967182920383747
0.96,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_100,2832,2718,0.4897297297297297,417168,3402,72502,6424,0.6537756971300631,0.08139269695664293,0.01967182920383747
0.97,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_98,2518,2568,0.504915454187967,417829,2741,73195,5731,0.6764636449480642,0.07261232040138864,0.016961096785559845
0.98,BRFC_Easy_Tomek_0_alpha_balanced_v1_Train_Transformed_95,2309,2431,0.5128691983122363,418185,2385,73598,5328,0.690781796966161,0.06750627169753946,0.015441565097618399
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test,357,339,0.4870689655172414,180068,177,33650,175,0.4971590909090909,0.005173688100517369,0.001644321950763769
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_100,357,339,0.4870689655172414,180068,177,33650,175,0.4971590909090909,0.005173688100517369,0.001644321950763769
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_98,781,447,0.36400651465798045,179462,783,33122,703,0.4730820995962315,0.020783444198078344,0.006941654598962956
0.99,BRFC_Easy_Tomek_0_alpha_balanced_v1_Test_Transformed_95,1297,715,0.3553677932405567,178360,1885,32454,1371,0.42106879606879605,0.04053215077605322,0.015209978044564861
0.5,AdaBoost_Easy_Tomek_0_v1_Train,420570,78924,0.15800790399884684,420570,0,78924,2,1.0,2.5340192078655957e-05,4.004036068356903e-06
