p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.71,BRFC_5_Fold_alpha_0_5_Hard_Test,3156,1954,0.3823874755381605,568610,32205,72871,39880,0.5532357633349518,0.35369974545680305,0.285629395748153,0.1010207885465395
0.71,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,3156,1954,0.3823874755381605,568610,32205,72871,39880,0.5532357633349518,0.35369974545680305,0.285629395748153,0.1010207885465395
0.73,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,3178,1901,0.3742862768261469,568914,31901,73028,39723,0.5546046018094494,0.35230729660934273,0.2829331890626247,0.10037473758559125
0.73,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,3105,1911,0.38098086124401914,568628,32187,72882,39869,0.5533057621849673,0.3536021853464714,0.28546975193124674,0.10098014759671846
0.7,BRFC_5_Fold_alpha_balanced_Hard_Test,3007,1830,0.3783336778995245,568510,32305,73347,39404,0.5494986682285348,0.3494780534097259,0.28651630584207677,0.10049385761092877
0.7,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_100,3007,1830,0.3783336778995245,568510,32305,73347,39404,0.5494986682285348,0.3494780534097259,0.28651630584207677,0.10049385761092877
0.72,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_98,253,166,0.39618138424821003,568763,32052,73513,39238,0.5503997755645953,0.3480057826538124,0.28427242330444963,0.09990666595661789
0.72,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_95,2992,1820,0.3782211138819618,568520,32295,73351,39400,0.5495501778366693,0.3494425770059689,0.2864276148326844,0.10047423784204965
0.33,LogReg_5_Fold_alpha_0_5_Hard_Test,3542,1752,0.3309406875708349,560709,40106,79920,32831,0.45012819282394395,0.29118145293611586,0.3557041622690708,0.10221479162404039
0.36,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_100,3062,1531,0.3333333333333333,562004,38811,80574,32177,0.45327379275370483,0.28538106092185433,0.34421867655275784,0.09948343951365396
0.42,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_98,2525,1232,0.3279212137343625,561942,38873,80538,32213,0.4531553329769575,0.2857003485556669,0.3447685608109906,0.09962077789580781
0.47,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_95,2123,1089,0.339041095890411,562640,38175,80925,31826,0.4546506478478879,0.28226800649218187,0.3385779283554026,0.09810024580767582
0.73,LogReg_5_Fold_alpha_balanced_Hard_Test,3672,1926,0.3440514469453376,559794,41021,79978,32773,0.44411469767189743,0.2906670450816401,0.3638193896284734,0.10341580176185525
0.74,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_100,3549,1861,0.34399260628465805,561825,38990,81009,31742,0.4487643499406209,0.2815230020132859,0.3458062456208814,0.09912467802557857
0.75,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_98,3249,1694,0.3427068581832895,561032,39783,80584,32167,0.4470743571924948,0.285292369912462,0.352839442665697,0.10083159791806225
0.77,LogReg_5_Fold_alpha_balanced_Hard_Test_Transformed_95,3028,1533,0.33611050208287657,562506,38309,81354,31397,0.45042033684331334,0.2784631621892489,0.33976638788126046,0.09768682924915144
0.5,AdaBoost_5_Fold_Hard_Test,580549,100509,0.14757773934084908,590561,10254,100616,12135,0.5420072356961008,0.10762653989765057,0.09094376103094429,0.031376214673905424
0.59,AdaBoost_5_Fold_Hard_Test_Transformed_100,6067,3019,0.33226942548976446,560164,40651,80251,32500,0.444286475919673,0.28824578052522815,0.3605378222809554,0.1025146938054784
0.65,AdaBoost_5_Fold_Hard_Test_Transformed_98,3783,1987,0.344367417677643,562766,38049,81634,31117,0.4498886736257699,0.2759798139262623,0.33746042163705864,0.09693006673524243
0.68,AdaBoost_5_Fold_Hard_Test_Transformed_95,3483,1719,0.3304498269896194,560395,40420,80358,32393,0.4448793484679934,0.2872967867247297,0.35848905996399144,0.10204101652825387
0.7,BalBag_5_Fold_Hard_Test,27616,14023,0.3367756190110233,571689,29126,80762,31989,0.5234230548965065,0.28371366994527764,0.25832143395623985,0.08564729821768415
0.7,BalBag_5_Fold_Hard_Test_Transformed_100,27616,14023,0.3367756190110233,571689,29126,80762,31989,0.5234230548965065,0.28371366994527764,0.25832143395623985,0.08564729821768415
0.7,BalBag_5_Fold_Hard_Test_Transformed_98,27616,14023,0.3367756190110233,571689,29126,80762,31989,0.5234230548965065,0.28371366994527764,0.25832143395623985,0.08564729821768415
0.7,BalBag_5_Fold_Hard_Test_Transformed_95,27616,14023,0.3367756190110233,571689,29126,80762,31989,0.5234230548965065,0.28371366994527764,0.25832143395623985,0.08564729821768415
0.52,EEC_5_Fold_Hard_Test,58514,20501,0.25945706511421884,549597,51218,78322,34429,0.40198722663957875,0.30535427623701783,0.4542576119058811,0.12002673894215812
0.59,EEC_5_Fold_Hard_Test_Transformed_100,5525,2755,0.3327294685990338,561208,39607,83919,28832,0.4212802641768582,0.2557139182801039,0.35127848090039115,0.09591124016559086
0.65,EEC_5_Fold_Hard_Test_Transformed_98,1642,664,0.28794449262792715,556589,44226,81574,31177,0.4134716125353103,0.2765119599826166,0.3922448581387305,0.10567067377089155
0.71,EEC_5_Fold_Hard_Test_Transformed_95,4859,2449,0.33511220580186096,561208,39607,83919,28832,0.4212802641768582,0.2557139182801039,0.35127848090039115,0.09591124016559086
0.51,RUSBoost_5_Fold_Hard_Test,180137,75717,0.2959383085666044,600815,0,112751,0,,0.0,0.0,0.0
0.61,RUSBoost_5_Fold_Hard_Test_Transformed_100,6048,3066,0.33640552995391704,562578,38237,81335,31416,0.45103584913786915,0.2786316751070944,0.33912781261363534,0.09761255440982333
0.64,RUSBoost_5_Fold_Hard_Test_Transformed_98,4065,2068,0.33719223870862547,560047,40768,80034,32717,0.4452201129482207,0.2901703754290428,0.3615755070908462,0.10298276543445176
0.68,RUSBoost_5_Fold_Hard_Test_Transformed_95,3441,1772,0.33991943218875886,561281,39534,80688,32063,0.44782602623014933,0.28436998341478126,0.35063103653182676,0.1003368994598958
0.36,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test,2723,1431,0.3444872412132884,565433,35382,77119,35632,0.5017602162953784,0.3160238046669209,0.31380652943211146,0.09951987622728661
0.36,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_100,2815,1532,0.3524269611226133,564132,36683,76440,36311,0.49745184535715264,0.3220459242046634,0.32534522975405983,0.10229467211161966
0.42,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_98,2332,1202,0.3401245048104131,565025,35790,76884,35867,0.5005372817728903,0.3181080433876418,0.31742512261532047,0.10042098418366346
0.45,KBFC_5_Fold_alpha_0_5_gamma_0_0_Hard_Test_Transformed_95,2113,1137,0.34984615384615386,565781,35034,77328,35423,0.5027605489873256,0.3141701625706202,0.3107200823052567,0.0987392897083101
0.76,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test,3236,1748,0.3507223113964687,565955,34860,77869,34882,0.5001577241834189,0.3093719789624926,0.3091768587418293,0.09773728008341205
0.76,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_100,3312,1779,0.3494401885680613,565059,35756,77400,35351,0.4971521791103548,0.3135315873029951,0.3171235731833864,0.0996502075491265
0.78,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_98,3088,1641,0.3470078240642842,565738,35077,77735,35016,0.49956486382377696,0.3105604384883504,0.31110145364564395,0.0982291757174529
0.79,KBFC_5_Fold_alpha_balanced_gamma_0_0_Hard_Test_Transformed_95,2979,1597,0.34899475524475526,566367,34448,78075,34676,0.5016492101151554,0.30754494416900957,0.30552278915486336,0.09687120742860507
0.42,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test,4989,2529,0.3363926576217079,564200,36615,76503,36248,0.4974815750106364,0.3214871708454914,0.32474213089019166,0.1021110871313936
0.42,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_100,5015,2524,0.33479241278684174,564177,36638,76481,36270,0.49747627146540846,0.32168229106615465,0.32494612021179414,0.10217415067421934
0.56,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_98,3135,1597,0.3374894336432798,565917,34898,77383,35368,0.5033444340079127,0.31368236201896216,0.3095138845775204,0.09847162000431635
0.59,KBFC_5_Fold_alpha_0_5_gamma_1_0_Hard_Test_Transformed_95,2868,1464,0.3379501385041551,566020,34795,77425,35326,0.5037863122317138,0.31330985977951414,0.3086003671807789,0.09826841525521116
0.45,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test,6618,3624,0.3538371411833626,568289,32526,78810,33941,0.5106443799178539,0.3010261549786698,0.28847637714964836,0.09314765557776016
0.5,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_100,5975,3269,0.35363479013414106,567830,32985,78551,34200,0.5090421969189551,0.3033232521219324,0.2925472944807585,0.09415386943884659
0.62,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_98,3803,2071,0.3525706503234593,565237,35578,77107,35644,0.5004633399792199,0.3161302338781918,0.31554487321620206,0.09981136993634786
0.64,KBFC_5_Fold_alpha_0_5_gamma_2_0_Hard_Test_Transformed_95,3461,1845,0.3477195627591406,564813,36002,76854,35897,0.49926980903767787,0.3183741164158189,0.31930537201443887,0.10076012590285972
0.37,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test,3272,1708,0.3429718875502008,563941,36874,76638,36113,0.49478674284461616,0.3202898422186943,0.32703922803345425,0.10228486222718011
0.38,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_100,3049,1703,0.3583754208754209,565602,35213,77610,35141,0.4994883020155215,0.31166907610575517,0.3123076513733803,0.09859494426584227
0.49,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_98,2353,1288,0.35374897006316947,564784,36031,77131,35620,0.497131931166348,0.3159173754556501,0.3195625759416768,0.10041257571128669
0.52,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_1_0_Hard_Test_Transformed_95,2202,1181,0.3490984333431865,564587,36228,77002,35749,0.4966725481751115,0.31706148947681173,0.32130978882670663,0.10086943604375768
0.36,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test,3811,2079,0.3529711375212224,566249,34566,78206,34545,0.4998480704952902,0.3063830919459694,0.30656934306569344,0.09685298907178873
0.38,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_100,3579,1999,0.35837217640731445,566324,34491,78262,34489,0.4999855030443607,0.3058864222933721,0.3059041604952506,0.09666940409156266
0.51,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_98,2732,1471,0.3499881037354271,563725,37090,76839,35912,0.4919317278978658,0.3185071529299075,0.3289549538363296,0.10230588340812202
0.55,OBFC_5_Fold_alpha_0_5_gamma_0_0_5_gamma_1_2_0_Hard_Test_Transformed_95,2443,1348,0.3555790029016091,564942,35873,77500,35251,0.49562735504189864,0.3126446772090713,0.3181612579932772,0.099674031554194
0.74,BRFC_5_Fold_alpha_0_5_Medium_Test,3641,1743,0.3237369985141159,559406,41409,81637,31114,0.4290225169946086,0.2759532066234446,0.36726060079289763,0.10163460703004347
0.74,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_100,3641,1743,0.3237369985141159,559406,41409,81637,31114,0.4290225169946086,0.2759532066234446,0.36726060079289763,0.10163460703004347
0.75,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_98,3459,1662,0.3245459871118922,559618,41197,81698,31053,0.4297993079584775,0.2754121914661511,0.3653803513937792,0.10125202153690058
0.77,BRFC_5_Fold_alpha_0_5_Medium_Test_Transformed_95,2979,1486,0.3328107502799552,560338,40477,82021,30730,0.4315586950721137,0.2725474718627773,0.358994598717528,0.09979034875540595
