p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.68,BRFC_5_Fold_alpha_0_5_Hard_Test,3984,1966,0.3304201680672269,558260,42555,66958,45793,0.5183252592022457,0.4061427393105161,0.37742459046926413,0.12381195292376598
0.68,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,3984,1966,0.3304201680672269,558260,42555,66958,45793,0.5183252592022457,0.4061427393105161,0.37742459046926413,0.12381195292376598
0.69,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,3983,1956,0.3293483751473312,558281,42534,66963,45788,0.5184212314032743,0.4060983938058199,0.37723833934954015,0.12377551621013333
0.7,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,3882,1945,0.3337909730564613,558498,42317,67098,45653,0.5189610094350346,0.4049010651790228,0.3753137444457255,0.12328221916402968
0.67,BRFC_5_Fold_alpha_balanced_Hard_Test,3764,1822,0.32617257429287505,558544,42271,67837,44914,0.5151574238687847,0.3983467995849261,0.3749057658025206,0.12218211069473602
0.67,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_100,3764,1822,0.32617257429287505,558544,42271,67837,44914,0.5151574238687847,0.3983467995849261,0.3749057658025206,0.12218211069473602
0.68,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_98,3754,1820,0.32651596698959456,558548,42267,67839,44912,0.5151699377143578,0.3983290613830476,0.37487028939876366,0.12217370222235925
0.69,BRFC_5_Fold_alpha_balanced_Hard_Test_Transformed_95,3684,1785,0.3263850795392211,558613,42202,67868,44883,0.5153930068324051,0.3980718574558097,0.3742937978377132,0.12204196948845657
0.33,LogReg_5_Fold_alpha_0_5_Hard_Test,3542,1752,0.3309406875708349,560709,40106,79920,32831,0.45012819282394395,0.29118145293611586,0.3557041622690708,0.10221479162404039
0.36,LogReg_5_Fold_alpha_0_5_Hard_Test_Transformed_100,3062,1531,0.3333333333333333,562004,38811,80574,32177,0.45327379275370483,0.28538106092185433,0.34421867655275784,0.09948343951365396
