,0
0.0,11058
1.0,5600
0.05065437499891619,435
0.5207893288929486,409
0.02043162599443429,395
0.06929150925468368,387
0.4905629672739233,373
0.512219406882023,368
0.010052908916757952,354
0.5541320905158572,353
0.03960200659147491,346
0.06022812580602382,340
0.006263562653621312,338
0.025613479419197113,337
0.03648617524419047,326
0.023796690254315786,324
0.014733436680173764,322
0.030005285536167697,321
0.06982493760807958,320
0.3692462277688051,320
0.014832374196659144,319
0.039068583262726594,319
0.3993728791859079,316
0.4146463088300353,314
0.06334398029859087,312
0.5424458921638794,311
0.00515982413902078,310
0.017948184027548372,306
0.05573733911194332,306
0.5752552908521792,306
0.10263060810087514,304
0.38731457207221565,302
0.608598372307887,302
0.47528929654719027,300
0.408970549634293,299
0.4084370737717591,298
0.08399328385435793,296
0.3909021181693375,290
0.5514421732568878,290
0.35397295346967084,290
0.37562876872749784,290
0.45393648955589827,288
0.02396072549026842,284
0.488406566748564,282
0.0916587369846168,281
0.09356713264245954,280
0.6788253299121453,279
0.03849825629476438,279
0.10123260790132893,279
0.06143560226377032,278
0.07240737245980576,277
0.711635442535053,277
0.4969456716686227,275
0.4242440110481408,275
0.048071970672603784,274
0.0026763944249870338,272
0.41025405055876507,272
0.048170909237256435,269
0.40258796127189267,269
0.5757887841037419,268
0.04339139322276623,267
0.020833997578237614,265
0.4417790926555526,264
0.744979209590043,260
0.44487220721529575,260
0.3491930379186121,260
0.4782144792124427,259
0.5186329158479768,257
0.024330110994839643,256
0.04726735467856673,256
0.5847851181102512,256
0.057135319906689915,255
0.5359641823429918,254
0.566190798885223,254
0.014387084480322748,250
0.07100938506546782,248
0.053770220214461505,245
0.36446629537580355,245
0.5239055400677634,245
0.5455621157890057,245
0.4857829116228268,242
0.44798837168014544,242
0.39780799314163123,238
0.46675022826457263,236
0.5450286253957516,236
0.013168713946231198,236
0.3232591242016005,236
0.39469186217006763,234
0.37772286154004825,233
0.010341652078027976,231
0.5617984098659895,231
0.5297547961104538,230
0.0558362779134604,230
0.4327148332749899,228
0.3385322886654587,227
0.04616360171894501,226
0.05105675043331532,225
0.05729935686728732,223
0.5160092454394783,222
0.02707654443890165,220
