p,Filename,Neg,Pos,$m$Prec,TN,FP,FN,TP,Prec,Rec,FP/P,$\hat{p}
0.81,BalBag_5_Fold_Easy_Test_Transformed_95,3212,1259,0.28159248490270633,564793,36022,94673,18078,0.33415896487985214,0.16033560677954076,0.3194827540332236,0.07581639259718093
0.53,EEC_5_Fold_Easy_Test,16373,7091,0.30220763723150357,595591,5224,110103,2648,0.3363821138211382,0.023485379287101666,0.04633218330657821,0.011031915758318082
0.88,EEC_5_Fold_Easy_Test_Transformed_100,2421,1120,0.3162948319683705,593429,7386,109029,3722,0.3350738206697875,0.03301079369584305,0.06550717953721032,0.015566885193520992
0.93,EEC_5_Fold_Easy_Test_Transformed_98,1144,518,0.31167268351383876,592152,8663,108427,4324,0.3329483329483329,0.0383499924612642,0.07683302143661697,0.018200138459511805
0.99,EEC_5_Fold_Easy_Test_Transformed_95,471,201,0.29910714285714285,591473,9342,108108,4643,0.3319985698963175,0.04117923566088106,0.08285514097435943,0.019598747698180687
0.51,RUSBoost_5_Fold_Easy_Test,125117,30806,0.1975718784271724,600711,104,112691,60,0.36585365853658536,0.0005321460563542673,0.0009223864976807302,0.00022983157829829337
0.59,RUSBoost_5_Fold_Easy_Test_Transformed_100,718,272,0.27474747474747474,600171,644,112450,301,0.31851851851851853,0.0026695993827105745,0.005711701004869137,0.0013243343993407759
0.97,RUSBoost_5_Fold_Easy_Test_Transformed_98,152,37,0.19576719576719576,597543,3272,111565,1186,0.2660385823239121,0.010518753713936018,0.029019698273186047,0.006247494975937755
0.99,RUSBoost_5_Fold_Easy_Test_Transformed_95,584,175,0.230566534914361,591609,9206,109672,3079,0.2506308506308506,0.027307961791913155,0.08164894324662308,0.017216347191430083
0.3,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test,5722,2258,0.2829573934837093,573232,27583,98914,13837,0.3340656687590536,0.1227217496962333,0.24463641120699595,0.05804648764094702
0.47,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_100,3428,1358,0.28374425407438364,573569,27246,99040,13711,0.33476572991185877,0.12160424297788933,0.2416475241904728,0.057397633855873174
0.68,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_98,2094,824,0.2823851953392735,573414,27401,98990,13761,0.33431320149652594,0.12204769802485121,0.24302223483605467,0.05768492332874604
0.75,KBFC_5_Fold_alpha_0_5_gamma_0_0_Easy_Test_Transformed_95,2002,763,0.2759493670886076,572402,28413,98557,14194,0.33313774731851575,0.12588801873154118,0.2519977649865633,0.05970996375948406
0.7,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test,5770,2210,0.2769423558897243,576357,24458,100468,12283,0.3343131651288751,0.10893916683665777,0.21692047077187784,0.05148928059913169
0.75,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_100,5173,1958,0.27457579582106295,573856,26959,99470,13281,0.330044731610338,0.11779052957401709,0.23910209222091156,0.05639282140684954
0.86,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_98,3455,1405,0.2890946502057613,576897,23918,100705,12046,0.3349460571682794,0.10683718991405841,0.21213115626468945,0.05040038342634038
0.89,KBFC_5_Fold_alpha_balanced_gamma_0_0_Easy_Test_Transformed_95,3023,1229,0.2890404515522107,576251,24564,100426,12325,0.3341104394263873,0.10931166907610576,0.21786059547143707,0.05169668958442527
0.5,BRFC_5_Fold_alpha_0_5_Hard_Test,9283,1692,0.15416856492027334,440989,159826,31793,80958,0.33622665957870956,0.718024673838813,1.417512926714619,0.3374376021279041
0.5,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_100,9283,1692,0.15416856492027334,440989,159826,31793,80958,0.33622665957870956,0.718024673838813,1.417512926714619,0.3374376021279041
0.5,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_98,8954,1622,0.1533661119515885,441249,159566,31837,80914,0.33646872920825016,0.7176344333974864,1.4152069604704172,0.33701157286081457
0.49,BRFC_5_Fold_alpha_0_5_Hard_Test_Transformed_95,9248,1687,0.15427526291723823,440999,159816,31794,80957,0.3362378672027179,0.7180158047378737,1.4174242357052265,0.33742218659521334
