p,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}$
0.0,"4,207",39,0.01,"4,207","416,363",39,"78,887",0.16,1.00,0.99
0.1,"24,529",589,0.02,"28,736","391,834",628,"78,298",0.17,0.99,0.94
0.2,"48,008","2,254",0.04,"76,744","343,826","2,882","76,044",0.18,0.96,0.84
0.3,"66,533","4,981",0.07,"143,277","277,293","7,863","71,063",0.20,0.90,0.70
0.4,"72,628","8,228",0.10,"215,905","204,665","16,091","62,835",0.23,0.80,0.54
0.5,"69,136","10,852",0.14,"285,041","135,529","26,943","51,983",0.28,0.66,0.38
0.6,"55,616","12,751",0.19,"340,657","79,913","39,694","39,232",0.33,0.50,0.24
0.7,"38,173","12,141",0.24,"378,830","41,740","51,835","27,091",0.39,0.34,0.14
0.8,"22,553","10,415",0.32,"401,383","19,187","62,250","16,676",0.46,0.21,0.07
0.9,"12,925","9,141",0.41,"414,308","6,262","71,391","7,535",0.55,0.10,0.03
1.0,"6,262","7,535",0.55,"420,570",0,"78,926",0,nan,0.00,0.00
