0.59,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train,3365,22,0.006495423678771774,387118,33452,60,78866,0.7021670613792981,0.9992397942376403,0.22486266156285536
0.58,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed,3368,24,0.007075471698113208,387204,33366,62,78864,0.7026998128842555,0.9992144540455616,0.22468648397584765
0.67,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test,1288,637,0.33090909090909093,166238,14007,19654,14171,0.5029100716871318,0.41895048041389504,0.131629840706311
0.68,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed,1279,631,0.33036649214659686,166341,13904,19703,14122,0.503889245700421,0.41750184774575017,0.13091979259120848
0.59,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train,2979,21,0.007,390096,30474,54,78872,0.7213066778848792,0.9993158148138763,0.218912663965277
0.58,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed,2980,21,0.006997667444185272,390105,30465,55,78871,0.7213635033291871,0.999303144717837,0.21889264378493523
0.66,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test,1227,544,0.3071710897797854,166446,13799,19750,14075,0.5049508502547176,0.41611234294161126,0.13020974447610595
0.67,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed,1192,518,0.30292397660818715,166490,13755,19767,14058,0.505447093085967,0.41560975609756096,0.12992479095622927
0.59,BRFC_Hard_Tomek_0_alpha_0_5_v2_Train,3428,22,0.006376811594202898,387057,33513,51,78875,0.7018098017581949,0.9993538251019942,0.22500280282524784
0.59,BRFC_Hard_Tomek_0_alpha_0_5_v2_Train_Transformed,3414,25,0.007269555103227682,387298,33272,58,78868,0.7032994471196719,0.999265134429719,0.22450630235277158
0.67,BRFC_Hard_Tomek_0_alpha_0_5_v2_Test,1262,568,0.3103825136612022,166292,13953,19700,14125,0.5030628962176793,0.41759053954175906,0.1311627037884804
0.68,BRFC_Hard_Tomek_0_alpha_0_5_v2_Test_Transformed,1262,565,0.3092501368363437,166395,13850,19737,14088,0.5042594315985396,0.4164966740576497,0.13050871210351755
0.59,BRFC_Hard_Tomek_0_alpha_balanced_v2_Train,3059,20,0.006495615459564794,390151,30419,49,78877,0.7216824037476212,0.9993791652940729,0.21881256306356808
0.58,BRFC_Hard_Tomek_0_alpha_balanced_v2_Train_Transformed,3058,21,0.006820396232543034,390160,30410,50,78876,0.7217392895704848,0.9993664951980336,0.2187925428832263
0.66,BRFC_Hard_Tomek_0_alpha_balanced_v2_Test,1185,519,0.3045774647887324,166459,13786,19919,13906,0.5021666907410083,0.4111160384331116,0.12935955528565424
0.67,BRFC_Hard_Tomek_0_alpha_balanced_v2_Test_Transformed,1152,490,0.2984165651644336,166501,13744,19934,13891,0.5026596707074362,0.41067257945306723,0.12909328724249078
0.76,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,2482,1298,0.3433862433862434,392351,28219,50337,28589,0.5032565835797775,0.36222537566834756,0.11373064048560949
0.77,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed,2450,1275,0.3422818791946309,392176,28394,50219,28707,0.5027407576049456,0.36372044700098827,0.11431723176962379
0.78,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,1045,571,0.3533415841584158,169719,10526,23222,10603,0.5018221401864735,0.31346637102734665,0.09870135936843089
0.79,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed,1035,550,0.3470031545741325,169611,10634,23164,10661,0.5006339516318384,0.3151810790835181,0.09947680665202971
0.34,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,2328,1150,0.33064979873490513,389573,30997,47841,31085,0.5007087400534777,0.3938499353825102,0.12428928359786665
0.38,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed,2109,1041,0.3304761904761905,388776,31794,47449,31477,0.49749490287809583,0.39881661302992677,0.12666968304050483
0.38,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,799,446,0.3582329317269076,169589,10656,23019,10806,0.5034945485043333,0.3194678492239468,0.10025692530480684
0.42,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed,788,385,0.32821824381926684,169005,11240,22672,11153,0.4980574286607422,0.32972653362897264,0.10460597000980988
0.59,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1,1747,850,0.32730073161340006,169297,10948,23099,10726,0.4948786564547384,0.31710273466371025,0.10124725557060775
0.71,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Transformed,1221,675,0.3560126582278481,169966,10279,23469,10356,0.5018657620547613,0.3061640798226164,0.09639370299434764
0.4,LRC_Hard_Tomek_0_alpha_0_5_v1_Train,1365,964,0.41391155002146846,404896,15674,63321,15605,0.49889702356213433,0.1977168486937131,0.0626211220910678
0.49,LRC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed,1093,777,0.41550802139037435,405429,15141,63699,15227,0.5014159641728135,0.19292755239084713,0.060797283661931226
0.4,LRC_Hard_Tomek_0_alpha_0_5_v1_Test,598,426,0.416015625,173505,6740,27056,6769,0.5010733585017396,0.2001182557280118,0.06310552622973793
0.48,LRC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed,480,347,0.4195888754534462,173318,6927,26932,6893,0.4987698986975398,0.20378418329637843,0.06455832204419115
0.8,LRC_Hard_Tomek_0_alpha_balanced_v1_Train,1712,1267,0.42531050688150385,406535,14035,64952,13974,0.4989110643007605,0.17705192205356918,0.05607452311930426
0.82,LRC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed,1512,1113,0.424,407113,13457,65366,13560,0.5019062072028723,0.1718065022932874,0.054088521229399236
0.8,LRC_Hard_Tomek_0_alpha_balanced_v1_Test,683,485,0.4152397260273973,174170,6075,27706,6119,0.5018041659832705,0.18090169992609018,0.056962675760265334
0.81,LRC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed,657,497,0.4306759098786828,173772,6473,27426,6399,0.4971255438160348,0.18917960088691796,0.06012986406315691
0.59,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train,3365,22,0.006495423678771774,387118,33452,60,78866,0.7021670613792981,0.9992397942376403,0.22486266156285536
0.58,BRFC_Hard_Tomek_0_alpha_0_5_v1_Train_Transformed,3368,24,0.007075471698113208,387204,33366,62,78864,0.7026998128842555,0.9992144540455616,0.22468648397584765
0.67,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test,1288,637,0.33090909090909093,166238,14007,19654,14171,0.5029100716871318,0.41895048041389504,0.131629840706311
0.68,BRFC_Hard_Tomek_0_alpha_0_5_v1_Test_Transformed,1279,631,0.33036649214659686,166341,13904,19703,14122,0.503889245700421,0.41750184774575017,0.13091979259120848
0.59,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train,2979,21,0.007,390096,30474,54,78872,0.7213066778848792,0.9993158148138763,0.218912663965277
0.58,BRFC_Hard_Tomek_0_alpha_balanced_v1_Train_Transformed,2980,21,0.006997667444185272,390105,30465,55,78871,0.7213635033291871,0.999303144717837,0.21889264378493523
0.66,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test,1227,544,0.3071710897797854,166446,13799,19750,14075,0.5049508502547176,0.41611234294161126,0.13020974447610595
0.67,BRFC_Hard_Tomek_0_alpha_balanced_v1_Test_Transformed,1192,518,0.30292397660818715,166490,13755,19767,14058,0.505447093085967,0.41560975609756096,0.12992479095622927
0.81,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,1942,1298,0.4006172839506173,408384,12186,66792,12134,0.4989309210526316,0.1537389453412057,0.04868907859121995
0.85,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed,1755,1108,0.38700663639538946,407635,12935,66284,12642,0.49427219767760094,0.1601753541291843,0.05120561526018226
0.84,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,628,509,0.4476693051890941,176949,3296,30542,3283,0.4990120079039368,0.09705838876570584,0.030732937824076236
0.89,KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed,547,452,0.45245245245245247,176832,3413,30454,3371,0.49690448113207547,0.099660014781966,0.031690568505629
0.41,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,1423,915,0.3913601368691189,406171,14399,64596,14330,0.4987991228375509,0.18156247624356991,0.05751597610391274
0.56,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed,921,656,0.41597970830691183,406540,14030,64832,14094,0.5011378182335372,0.17857233357828853,0.05630475519323478
0.47,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,378,285,0.4298642533936652,176570,3675,30138,3687,0.5008149959250203,0.10900221729490023,0.034390619890689964
0.65,KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed,265,203,0.4337606837606838,176514,3731,30094,3731,0.5,0.1103030303030303,0.03485775680852058
0.64,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1,833,624,0.4282772820864791,177120,3125,30758,3067,0.49531653746770027,0.09067257945306725,0.02892511795207175
0.85,OBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Transformed,469,347,0.4252450980392157,177336,2909,30891,2934,0.5021393119972617,0.08674057649667406,0.027294810108842903
0.44,LRC_Medium_Tomek_0_alpha_0_5_v1_Train,774,529,0.4059861857252494,413171,7399,71594,7332,0.4977258841898038,0.09289714416035273,0.029491727661482774
0.66,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed,479,326,0.4049689440993789,413220,7350,71631,7295,0.498122226015705,0.0924283506068976,0.029319554110543426
0.48,LRC_Medium_Tomek_0_alpha_0_5_v1_Test,266,212,0.4435146443514644,178164,2081,31728,2097,0.5019147917663954,0.06199556541019956,0.01951698042696314
0.72,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed,154,137,0.47079037800687284,178008,2237,31605,2220,0.49809288759255105,0.06563192904656319,0.020820292427710562
0.82,LRC_Medium_Tomek_0_alpha_balanced_v1_Train,1167,848,0.42084367245657567,414055,6515,72392,6534,0.5007280251360258,0.08278640752096901,0.026124333327994617
0.88,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed,864,698,0.4468629961587708,414275,6295,72584,6342,0.5018596185803592,0.08035374908141804,0.025299501897913097
0.84,LRC_Medium_Tomek_0_alpha_balanced_v1_Test,428,354,0.45268542199488493,178331,1914,31897,1928,0.5018219677251432,0.056999260901699926,0.017947400383052273
